gX,gZ,gY,aX,aZ,aY,p1,p2,p3
283.68,-96.28,181.44,1.11,0.95,1.70,750,2192,737
246.81,-103.67,205.71,0.80,0.91,1.73,747,2206,736
209.63,-111.21,197.85,-0.17,0.67,1.48,749,2218,743
186.67,-111.05,174.66,0.12,0.66,1.02,749,2224,730
160.12,-112.47,194.22,0.40,0.44,1.23,749,2224,759
147.97,-112.37,206.19,0.38,0.66,0.77,747,2228,770
120.76,-115.85,164.61,0.02,0.53,0.18,745,2239,790
111.63,-115.09,172.61,-0.05,0.37,0.64,746,2240,800
112.09,-110.36,168.34,-0.02,0.40,0.31,746,2235,810
109.11,-103.61,163.87,-0.23,0.27,0.38,747,2237,814
111.19,-94.53,152.74,-0.27,0.29,0.31,744,2237,815
115.26,-84.94,148.90,-0.07,0.35,0.30,744,2237,812
116.97,-34.39,84.71,-0.41,0.02,0.42,743,2239,818
114.61,-25.53,65.35,-0.57,-0.02,0.51,739,2241,828
105.80,-18.60,46.49,-0.57,-0.01,0.73,743,2241,817
96.76,-12.53,26.05,-0.54,-0.01,0.76,743,2247,821
-72.26,11.90,2.35,0.11,0.95,0.33,763,2253,1146
-75.38,12.22,12.72,0.17,1.00,0.34,768,2253,1147
-78.87,11.29,21.12,0.13,1.02,0.37,766,2256,1147
-83.87,9.73,27.91,0.19,1.06,0.37,768,2254,1146
-90.96,6.95,28.84,0.06,0.99,0.42,767,2251,1145
-95.91,5.18,33.24,0.13,1.05,0.40,768,2250,1147
-100.11,1.35,43.82,0.18,1.04,0.36,767,2261,1142
-123.65,-12.24,67.26,-0.00,0.94,0.30,766,2255,1145
-126.37,-14.42,70.16,0.06,0.98,0.21,767,2254,1146
-122.74,-14.51,58.35,-0.33,0.80,-0.03,764,2255,1143
-107.83,-10.83,68.37,0.20,1.19,-0.27,767,2247,1145
-101.56,-7.72,85.18,0.21,1.20,-0.10,767,2238,1145
-104.08,-8.19,66.77,-0.37,0.79,0.04,763,2223,1149
-82.63,-5.84,49.32,-0.09,0.96,-0.02,761,2145,1147
-82.58,-8.57,42.61,-0.21,0.88,0.07,759,2128,1149
-83.70,-8.10,51.12,-0.10,0.92,-0.02,759,2112,1145
-84.09,-6.80,68.26,-0.03,0.96,0.08,759,2095,1147
-89.94,-5.41,87.81,-0.00,0.93,0.23,758,2082,1150
-91.71,-4.54,99.15,-0.09,0.94,0.28,757,2069,1146
-126.22,-18.01,26.22,-0.27,0.85,0.29,762,2013,1139
-132.43,-16.22,25.94,-0.28,0.71,0.28,753,2000,1136
-124.29,-13.78,37.33,-0.10,0.89,0.02,755,1989,1130
-121.99,-11.17,51.55,0.03,0.91,0.15,737,1982,1125
-124.37,-10.68,47.67,-0.42,0.86,0.15,753,1973,1114
-125.83,-11.20,28.16,-0.67,0.81,0.06,752,1968,1106
-132.38,-7.93,-25.72,-0.42,0.77,-0.02,752,1947,1059
-125.77,-5.26,-29.40,-0.17,0.80,-0.12,754,1943,1053
-116.09,0.37,-27.43,-0.26,0.89,-0.33,756,1937,1042
-109.15,2.91,-26.87,-0.25,0.80,-0.15,756,1935,1022
-105.10,-0.69,-33.80,-0.29,0.76,-0.10,753,1929,1009
-99.99,-3.92,-44.77,-0.22,0.88,-0.19,756,1920,1005
-80.48,-1.03,-23.08,-0.19,0.84,-0.19,753,1894,955
-73.71,-1.98,-27.22,-0.10,0.97,-0.20,753,1883,947
-71.70,-2.74,-25.32,-0.19,0.98,-0.12,770,1875,944
-75.33,-4.11,-28.35,-0.22,0.90,-0.02,753,1872,933
-76.55,-4.31,-34.71,-0.25,0.88,-0.02,752,1866,927
-74.09,-2.71,-35.54,-0.16,0.88,-0.16,752,1859,916
-69.93,3.21,-15.71,-0.26,0.91,-0.11,748,1838,894
-66.58,5.14,-25.74,-0.29,1.01,-0.10,752,1830,887
-63.93,5.00,-30.24,-0.20,1.02,-0.09,747,1823,890
-62.12,5.18,-25.03,0.01,1.08,-0.14,751,1821,877
-61.48,3.75,-19.92,-0.15,0.96,-0.04,754,1813,869
-57.79,1.40,-30.24,-0.35,0.88,-0.12,749,1808,864
-55.91,-1.15,-41.26,-0.25,0.86,-0.13,748,1806,859
-49.18,-5.08,-46.77,-0.10,0.91,-0.04,749,1776,827
-52.66,-7.34,-51.13,-0.14,0.85,0.05,749,1771,816
-49.65,-9.15,-58.85,-0.16,0.91,-0.05,750,1761,799
-54.02,-10.76,-61.77,-0.13,0.87,-0.01,748,1751,787
-60.11,-12.36,-67.00,-0.09,0.87,0.05,748,1744,784
-63.25,-13.18,-66.29,-0.01,0.88,0.12,751,1744,784
-100.80,-21.26,-83.87,0.03,0.85,0.15,749,1718,734
-108.87,-21.43,-78.64,0.05,0.93,0.16,747,1715,720
-114.20,-21.73,-78.41,-0.06,0.84,-0.00,743,1714,711
-125.70,-22.98,-77.51,0.14,0.88,0.21,749,1712,705
-133.97,-25.89,-81.46,0.02,0.79,0.12,746,1714,701
-138.28,-28.42,-81.34,0.01,0.85,0.04,749,1713,697
-158.46,-31.75,-64.13,-0.01,0.73,-0.11,751,1712,656
-161.50,-32.82,-69.97,-0.02,0.73,-0.09,752,1713,647
-163.80,-33.60,-75.55,0.03,0.74,-0.13,750,1712,654
-165.71,-33.21,-76.67,0.04,0.71,-0.14,751,1713,637
-165.56,-32.54,-77.92,0.08,0.70,-0.19,746,1712,633
-164.77,-32.21,-76.74,0.11,0.72,-0.24,749,1714,624
-167.09,-35.90,-68.94,0.10,0.79,-0.25,751,1712,598
-166.08,-36.92,-68.68,0.10,0.78,-0.30,752,1710,597
-165.83,-38.39,-69.19,0.07,0.77,-0.27,750,1711,592
-165.47,-40.53,-69.63,0.09,0.81,-0.29,750,1712,592
-164.87,-43.12,-72.16,0.05,0.80,-0.30,751,1712,591
-164.12,-46.76,-74.94,0.00,0.79,-0.32,752,1712,589
-157.04,-65.93,-80.96,0.05,0.86,-0.45,751,1712,583
-154.23,-69.26,-83.90,0.01,0.84,-0.46,752,1712,581
-150.60,-72.97,-88.88,-0.01,0.83,-0.48,755,1712,581
-144.75,-76.56,-91.11,0.10,0.87,-0.55,752,1712,582
-137.80,-83.05,-99.55,-0.09,0.80,-0.44,752,1712,579
-128.80,-88.47,-104.47,0.10,0.86,-0.63,752,1712,581
-80.86,-128.71,-123.37,-0.15,0.87,-0.64,755,1713,584
-64.35,-136.79,-104.38,0.45,1.24,-0.88,753,1712,579
-45.93,-150.48,-105.89,0.13,1.16,-0.82,762,1712,581
-19.38,-163.38,-121.94,0.07,1.21,-0.95,758,1712,580
2.17,-171.49,-124.06,0.01,1.22,-1.05,742,1715,580
13.72,-189.93,-136.48,-0.10,1.07,-0.76,755,1735,581
126.88,-236.56,-180.88,-0.22,1.17,-1.02,759,1808,581
152.33,-246.13,-197.10,-0.23,1.09,-1.00,752,1824,581
177.05,-254.24,-207.32,-0.11,1.13,-1.03,757,1851,581
199.89,-263.93,-222.90,-0.08,1.18,-0.84,758,1865,577
222.53,-271.60,-237.78,-0.10,1.22,-0.97,766,1883,577
347.08,-307.21,-216.03,0.80,1.51,-1.11,759,1990,579
360.68,-314.39,-207.51,0.51,1.22,-0.80,760,2013,585
396.43,-314.01,-179.23,1.12,1.51,-1.15,758,2030,582
420.50,-311.17,-171.45,0.47,1.42,-0.83,762,2055,589
442.87,-313.52,-132.64,1.89,1.96,-0.81,759,2075,592
475.52,-310.95,-157.72,-0.01,1.07,-0.86,757,2096,592
497.42,-313.11,-120.26,1.58,1.60,-0.73,762,2173,614
497.42,-305.76,-105.90,0.45,1.22,-0.80,758,2179,635
497.42,-302.68,-132.18,0.75,1.05,-0.79,759,2190,647
497.42,-295.81,-132.10,0.65,0.84,-0.85,757,2199,655
497.42,-285.99,-124.73,1.02,0.83,-1.02,761,2195,657
497.42,-246.76,-51.68,0.80,0.84,-0.02,758,2198,684
497.42,-235.73,-45.48,0.94,0.78,0.11,758,2199,688
497.42,-222.89,-35.48,0.96,0.71,0.34,759,2197,694
497.42,-212.37,-26.55,1.07,0.93,0.72,747,2196,694
497.42,-201.55,-8.52,1.19,1.03,0.43,759,2202,695
497.42,-191.03,5.07,1.20,1.07,0.50,754,2201,695
497.42,-133.11,81.47,1.33,0.85,1.17,759,2208,698
495.49,-120.51,104.84,1.19,0.84,1.38,754,2207,693
461.57,-106.22,126.31,1.01,0.84,1.46,754,2214,693
430.35,-107.70,121.15,0.24,0.54,1.94,757,2218,693
386.91,-100.33,134.46,0.75,0.88,1.88,759,2222,693
344.93,-98.34,147.19,0.48,0.74,1.90,756,2223,694
181.11,-99.81,202.86,-0.01,0.64,1.23,758,2237,694
161.69,-100.21,198.28,0.02,0.49,0.94,756,2238,692
148.82,-99.60,196.66,0.03,0.46,0.68,755,2239,692
137.54,-100.30,187.01,-0.18,0.32,0.61,755,2239,697
125.94,-100.59,171.64,-0.26,0.27,0.49,755,2243,695
118.68,-100.48,161.45,-0.24,0.22,0.46,756,2247,693
112.55,-75.23,107.55,-0.38,0.09,0.19,754,2259,698
112.52,-66.13,91.23,-0.40,0.05,0.23,757,2257,692
112.29,-55.72,80.34,-0.29,0.04,0.26,753,2260,691
111.30,-45.09,69.85,-0.34,0.02,0.30,755,2258,695
110.67,-35.14,57.68,-0.36,0.01,0.38,757,2263,693
-97.83,14.95,-7.43,-0.03,0.92,0.20,755,2273,1118
-102.23,11.78,-4.32,0.01,0.94,0.21,758,2273,1119
-107.33,8.91,-3.16,-0.03,0.93,0.18,758,2273,1119
-111.06,6.40,-2.24,-0.00,0.94,0.15,758,2274,1118
-113.57,4.13,2.45,0.05,0.93,0.11,758,2272,1119
-114.92,2.15,10.03,0.11,0.94,0.09,757,2275,1119
-115.91,1.43,21.41,0.20,1.00,0.05,758,2273,1118
-106.60,5.55,42.89,0.09,0.98,-0.16,757,2275,1117
-103.13,6.65,48.10,0.09,0.96,-0.16,759,2274,1118
-100.35,7.44,56.42,0.10,0.95,-0.17,752,2275,1120
-98.25,7.53,61.00,0.00,0.87,-0.13,759,2275,1118
-96.78,8.79,64.77,-0.01,0.89,-0.11,758,2273,1120
-94.32,9.73,70.22,-0.02,0.93,-0.11,754,2275,1118
-93.57,9.93,69.52,-0.16,0.88,-0.05,760,2277,1117
-83.10,3.14,12.81,-0.34,0.90,-0.12,757,2277,1119
-86.99,2.77,6.13,-0.38,0.68,0.04,754,2272,1119
-80.41,5.31,3.04,-0.07,0.87,-0.25,752,2272,1115
-72.70,13.66,33.10,0.11,1.18,-0.41,752,2267,1115
-65.48,20.68,59.45,0.17,1.12,-0.35,752,2263,1117
-62.08,23.21,52.11,-0.49,1.00,-0.26,752,2256,1117
-67.21,2.10,8.68,-0.73,1.18,-0.01,751,2204,1115
-73.21,2.34,17.26,-0.59,0.93,-0.20,753,2192,1109
-82.31,-2.74,23.61,-0.37,0.86,0.21,761,2179,1101
-83.54,2.01,20.17,-0.18,0.87,0.14,752,2171,1088
-70.99,5.61,0.94,-0.31,0.75,0.23,751,2160,1069
-73.85,6.82,-22.59,-0.92,0.72,0.10,752,2147,1053
-66.86,8.01,-28.96,-0.41,1.08,-0.14,752,2131,1035
-93.90,-8.94,-36.19,-0.19,0.95,0.26,753,2070,943
-97.51,-10.28,-34.24,-0.10,0.90,-0.00,752,2059,925
-97.09,-6.68,-30.00,-0.06,0.65,-0.08,752,2042,879
-94.32,0.25,-20.23,-0.03,0.77,0.08,752,2029,883
-97.77,-0.28,-32.19,-0.35,0.76,-0.01,752,2021,864
-98.08,-0.42,-42.91,-0.50,0.79,0.05,752,2006,846
-110.12,7.47,-80.18,-0.05,0.80,-0.02,752,1963,752
-112.34,7.95,-81.39,-0.12,0.79,-0.08,752,1955,730
-112.45,9.73,-78.21,-0.12,0.85,-0.08,752,1942,709
-117.42,11.38,-67.60,0.04,0.93,-0.16,752,1937,701
-126.29,11.53,-61.81,0.00,0.76,0.08,752,1926,683
-126.29,10.65,-55.02,0.01,0.83,-0.00,752,1921,657
-127.44,17.98,-44.87,-0.06,0.87,-0.27,749,1883,599
-127.47,16.74,-46.99,-0.19,0.84,-0.18,749,1873,592
-127.18,14.04,-50.82,-0.09,0.88,-0.13,748,1869,578
-128.43,11.11,-56.09,-0.20,0.83,-0.21,747,1860,575
-130.00,8.36,-64.13,-0.22,0.78,-0.23,749,1855,563
-132.06,6.74,-65.68,-0.07,0.79,-0.20,747,1851,558
-133.77,3.37,-46.45,0.19,0.96,-0.23,746,1818,538
-138.86,-0.83,-37.92,0.04,0.92,-0.04,746,1809,534
-135.88,-4.07,-47.87,-0.25,0.93,-0.22,747,1808,535
-136.08,-6.72,-51.72,-0.06,0.94,-0.18,743,1805,534
-139.41,-8.22,-53.06,-0.06,0.84,-0.17,746,1803,531
-138.66,-9.35,-47.78,0.05,0.86,-0.23,745,1795,529
-132.29,-20.42,-69.71,0.00,0.87,-0.34,748,1788,528
-131.67,-22.66,-73.48,-0.04,0.85,-0.30,749,1785,528
-130.26,-25.90,-81.10,-0.07,0.80,-0.31,747,1786,524
-128.28,-28.66,-83.71,0.06,0.84,-0.34,746,1785,526
-127.10,-31.14,-85.61,0.04,0.83,-0.35,745,1783,525
-126.46,-33.75,-90.50,0.03,0.83,-0.36,747,1780,523
-114.81,-44.82,-107.11,0.01,0.83,-0.46,746,1785,519
-111.19,-47.06,-110.19,0.10,0.85,-0.47,744,1781,519
-106.74,-49.99,-110.04,0.13,0.85,-0.49,746,1783,521
-101.83,-52.82,-111.10,0.12,0.88,-0.51,746,1782,519
-96.32,-55.18,-112.10,0.14,0.92,-0.54,749,1783,521
-90.49,-57.90,-114.19,0.15,0.94,-0.59,750,1782,522
-49.07,-76.57,-129.65,-0.05,1.02,-0.61,751,1783,522
-33.47,-81.87,-134.24,0.11,1.09,-0.78,751,1781,522
-18.52,-89.20,-127.40,-0.03,1.01,-0.79,752,1782,522
-2.25,-99.47,-135.89,0.38,1.19,-0.91,752,1783,522
25.43,-112.86,-115.19,0.60,1.46,-1.28,752,1781,523
56.84,-119.63,-95.92,0.51,1.45,-1.05,753,1788,522
156.44,-185.38,-132.71,0.06,1.30,-1.05,742,1871,521
181.17,-198.40,-164.61,-0.30,1.17,-1.13,746,1889,522
209.97,-210.66,-172.94,0.06,1.35,-1.09,745,1909,523
245.52,-221.27,-157.68,0.50,1.37,-1.11,743,1929,521
250.90,-235.35,-184.24,-0.65,1.24,-0.67,741,1943,521
300.99,-240.08,-186.06,0.45,1.48,-1.34,742,1957,522
399.02,-278.94,-149.28,-0.06,0.93,-0.80,739,2045,530
423.37,-285.67,-120.48,0.31,1.19,-0.91,742,2073,539
445.74,-288.59,-125.58,0.24,1.17,-0.83,741,2097,550
462.79,-286.79,-137.58,0.00,1.11,-0.79,740,2114,560
476.87,-288.21,-174.35,-0.31,0.97,-0.68,733,2129,571
497.42,-241.69,-189.16,0.06,0.95,-0.40,737,2174,591
497.42,-243.18,-212.61,0.41,1.06,-1.48,737,2176,596
497.42,-242.27,-245.60,0.10,0.51,-0.66,736,2180,595
497.42,-239.11,-220.96,0.88,0.65,-0.64,736,2180,593
497.42,-233.55,-208.44,0.37,0.67,-0.61,738,2181,595
497.42,-225.21,-216.55,0.24,0.64,-0.45,736,2181,598
497.42,-200.22,-203.72,0.92,0.75,0.46,737,2183,595
497.42,-194.89,-185.02,1.09,0.84,0.56,739,2180,594
497.42,-188.72,-164.64,1.14,0.96,0.77,737,2186,597
497.42,-178.85,-148.06,1.23,0.87,0.83,737,2190,597
497.42,-170.82,-130.00,1.29,0.89,1.08,736,2187,595
497.42,-160.22,-108.41,1.49,0.94,1.07,736,2192,594
427.11,-110.80,63.90,1.64,0.96,1.67,737,2192,595
392.38,-101.47,93.41,1.59,0.91,1.70,736,2195,598
357.89,-96.71,114.31,1.23,0.81,1.62,736,2198,596
323.17,-92.69,135.06,1.17,0.78,1.57,737,2202,598
293.68,-94.39,154.87,1.00,0.76,1.40,736,2205,596
269.51,-99.20,172.89,0.85,0.83,1.31,735,2206,594
152.70,-128.54,207.12,-0.07,0.62,0.93,735,2225,602
141.19,-130.36,203.18,-0.11,0.61,0.79,733,2222,603
133.48,-129.90,195.53,-0.26,0.52,0.62,734,2225,603
124.96,-127.64,182.11,-0.28,0.50,0.54,733,2223,606
118.64,-122.89,171.18,-0.29,0.47,0.43,733,2225,604
114.38,-119.49,156.75,-0.39,0.41,0.38,733,2224,603
122.47,-81.24,109.21,-0.45,0.10,0.23,730,2228,596
125.74,-70.91,102.02,-0.15,0.14,0.22,730,2226,601
128.53,-59.85,93.70,-0.25,0.04,0.24,733,2227,602
129.88,-50.28,79.27,-0.30,0.05,0.29,731,2227,599
132.20,-41.23,66.63,-0.22,0.11,0.34,733,2224,605
132.29,-31.96,55.91,-0.22,0.13,0.39,735,2229,603
112.88,-8.48,26.80,-0.02,0.17,0.71,731,2235,603
107.98,-5.58,23.42,0.05,0.25,0.62,734,2238,605
91.74,-6.71,20.95,-0.09,0.13,0.95,733,2239,607
83.48,-7.17,17.88,0.02,0.12,0.88,730,2240,607
74.07,-7.12,16.86,0.08,0.19,0.87,731,2240,591
65.28,-7.75,15.47,0.15,0.24,0.88,730,2240,607
54.03,-7.40,14.03,0.14,0.21,0.93,730,2224,606
4.91,-10.95,12.46,0.21,0.22,0.97,731,2239,609
-5.39,-11.24,13.52,0.21,0.22,0.96,734,2237,609
-71.99,55.35,40.75,-0.10,0.96,0.44,749,2237,1074
-77.71,54.51,42.37,-0.06,0.98,0.45,747,2239,1074
-81.82,52.27,48.95,0.06,1.04,0.47,747,2240,1075
-87.54,47.20,49.38,-0.06,0.94,0.53,750,2240,1073
-94.05,42.28,48.51,-0.07,0.94,0.55,746,2241,1075
-102.46,35.34,51.18,-0.02,0.92,0.57,748,2239,1074
-110.74,26.85,53.16,0.00,0.91,0.59,750,2240,1073
-150.93,-2.65,54.16,-0.02,0.71,0.52,747,2238,1076
-153.01,-2.86,62.77,0.15,0.87,0.25,747,2240,1076
-159.28,-4.50,59.87,0.05,0.78,0.33,743,2235,1073
-163.85,-5.58,46.25,-0.28,0.65,0.24,742,2238,1073
-156.67,-1.96,44.11,-0.02,0.71,-0.05,741,2237,1074
-147.39,-0.11,53.03,0.16,0.91,-0.03,741,2230,1074
-153.83,3.79,34.72,0.36,0.56,0.98,737,2193,1104
-134.89,8.63,57.24,0.45,1.10,-0.11,740,2188,1114
-130.84,10.47,57.81,-0.06,0.75,-0.04,739,2177,1119
-126.84,9.66,52.81,-0.20,0.93,0.23,737,2166,1125
-115.79,16.16,44.39,-0.31,0.83,-0.08,736,2156,1127
-114.26,19.93,39.81,-0.28,0.81,0.12,736,2149,1129
-98.52,41.89,25.90,-0.16,0.81,0.03,737,2096,1111
-98.78,44.36,29.06,-0.21,0.82,0.05,737,2089,1135
-100.31,44.50,30.80,-0.22,0.86,0.06,733,2077,1135
-102.61,42.16,25.42,-0.36,0.82,0.12,736,2065,1133
-106.84,39.89,15.79,-0.41,0.83,0.17,737,2055,1134
-114.32,39.41,9.21,-0.41,0.86,0.22,736,2038,1134
-113.67,31.38,-25.86,-0.16,0.97,0.02,735,2005,1134
-127.03,38.02,-5.35,0.12,0.81,0.36,735,2000,1134
-109.88,30.97,16.89,0.15,1.16,-0.24,734,1995,1132
-122.00,24.24,80.84,0.78,1.17,0.41,736,1993,1134
-125.09,22.86,92.35,-0.01,1.04,0.33,734,1985,1135
-128.55,20.39,66.28,-0.86,0.87,0.22,735,1974,1133
-157.64,5.31,24.71,-0.47,0.83,0.09,731,1946,1110
-167.10,3.43,7.44,-0.50,0.80,0.26,732,1940,1101
-170.35,0.37,-5.49,-0.32,0.81,0.31,731,1931,1085
-176.12,-0.36,-4.99,-0.11,0.78,0.23,730,1922,1069
-168.95,-1.23,-11.03,-0.24,0.90,-0.16,729,1910,1057
-170.35,-1.67,-7.71,-0.22,0.89,-0.23,731,1904,1040
-176.14,-5.23,-15.39,0.08,0.90,0.06,733,1851,975
-172.84,-4.27,-11.37,0.03,0.94,-0.09,729,1833,960
-169.77,-4.39,-14.52,-0.11,0.90,-0.11,731,1820,949
-168.17,-2.54,-21.63,-0.01,0.94,-0.29,727,1808,944
-165.13,1.49,-10.84,0.18,1.04,-0.32,730,1795,937
-168.45,-0.59,-16.58,-0.15,0.94,0.03,727,1785,924
-147.76,9.29,-13.45,0.01,0.79,-0.21,731,1731,885
-143.79,10.25,-10.62,0.05,0.89,-0.25,729,1717,874
-141.48,11.11,-14.09,-0.14,0.93,-0.14,726,1710,865
-138.96,10.59,-29.51,-0.34,0.89,-0.18,728,1695,859
-133.85,9.40,-43.26,-0.33,0.87,-0.26,729,1687,851
-130.54,9.03,-37.83,0.11,1.03,-0.21,726,1681,847
-123.38,0.37,-39.54,0.03,0.95,-0.20,730,1653,797
-125.73,-1.95,-38.71,-0.03,0.94,-0.11,727,1648,784
-128.57,-5.82,-44.56,-0.20,0.94,0.02,729,1648,781
-127.73,-7.32,-44.82,-0.07,0.90,-0.11,728,1644,766
-131.18,-11.56,-55.68,-0.19,0.81,-0.16,727,1643,752
-131.80,-15.18,-62.64,-0.13,0.95,-0.16,727,1636,742
-126.92,-18.31,-58.32,-0.20,0.83,-0.10,726,1633,704
-130.74,-22.39,-64.19,-0.04,0.87,-0.11,729,1632,699
-128.55,-24.77,-64.81,-0.05,0.88,-0.23,730,1633,691
-126.23,-25.34,-63.63,0.01,0.89,-0.21,728,1634,678
-127.64,-26.85,-67.20,-0.10,0.81,-0.22,729,1634,665
-124.92,-27.96,-72.42,-0.09,0.82,-0.28,729,1633,656
-126.05,-34.07,-101.08,-0.04,0.82,-0.22,727,1631,623
-125.83,-36.57,-98.01,0.07,0.90,-0.27,733,1631,614
-123.65,-39.66,-97.32,0.00,0.90,-0.32,727,1631,607
-123.90,-42.34,-95.48,0.04,0.91,-0.30,730,1629,603
-125.70,-45.11,-96.29,0.04,0.84,-0.30,731,1631,595
-125.71,-46.54,-94.41,0.08,0.84,-0.35,731,1631,592
-120.35,-51.58,-105.87,0.06,0.85,-0.45,729,1632,580
-116.74,-53.01,-103.26,0.15,0.88,-0.49,731,1630,577
-114.09,-55.75,-105.26,0.06,0.85,-0.47,734,1632,576
-111.48,-59.15,-113.35,-0.05,0.80,-0.46,735,1631,576
-105.41,-59.89,-112.52,0.20,0.99,-0.65,733,1630,576
-101.27,-64.72,-97.68,0.37,1.02,-0.45,731,1633,577
-74.49,-86.28,-115.02,-0.08,0.94,-0.85,740,1632,577
-48.66,-87.64,-111.60,0.22,0.95,-1.23,741,1634,576
-38.78,-92.50,-81.43,0.54,1.34,-0.75,743,1648,576
-35.85,-112.19,-121.39,-0.68,0.77,-0.43,742,1664,573
-15.06,-118.37,-116.53,0.35,1.33,-0.99,747,1686,576
8.68,-126.56,-100.03,0.19,1.19,-1.00,743,1708,576
123.97,-181.61,-140.07,-0.10,1.25,-1.14,741,1825,576
159.13,-194.88,-148.10,0.01,1.41,-1.34,746,1847,577
198.35,-203.67,-154.55,-0.06,1.33,-1.63,742,1874,577
260.82,-206.19,-202.59,-0.66,1.98,-1.91,744,1903,577
281.45,-224.56,-157.26,1.34,1.34,-1.16,747,1922,576
429.22,-257.37,-182.24,0.14,1.81,-1.36,741,2029,579
459.04,-258.97,-165.16,0.33,1.37,-1.22,741,2061,586
482.49,-261.85,-142.41,0.55,1.32,-1.17,744,2079,592
497.42,-261.37,-169.40,-0.21,0.74,-0.96,744,2101,599
497.42,-261.00,-175.83,0.19,1.07,-1.30,742,2115,607
497.42,-255.49,-172.35,0.17,0.96,-1.03,743,2130,618
497.42,-235.58,-138.33,0.52,1.08,-0.88,741,2161,653
497.42,-228.97,-183.75,-0.29,0.38,-0.69,741,2164,657
497.42,-223.92,-204.04,0.34,0.43,-0.76,745,2162,659
497.42,-212.25,-209.28,0.29,0.37,-0.75,741,2155,662
497.42,-205.00,-208.32,0.45,0.45,-0.34,741,2163,675
497.42,-162.71,-217.31,0.73,0.69,0.69,737,2165,688
497.42,-154.33,-207.60,0.95,0.78,0.60,738,2161,688
497.42,-141.90,-190.27,1.12,0.90,0.61,743,2167,688
497.42,-128.79,-174.44,1.45,0.93,0.93,739,2171,688
497.42,-121.09,-142.36,1.64,0.85,1.11,739,2173,689
497.42,-114.89,-94.52,2.14,0.97,1.24,736,2173,688
451.16,-110.79,118.65,2.15,1.03,1.87,735,2192,688
410.93,-106.51,158.52,1.66,0.89,1.91,739,2194,688
374.47,-103.92,173.06,1.30,0.77,1.78,736,2201,688
334.52,-106.74,193.58,1.05,0.80,1.84,736,2202,688
291.80,-111.15,211.77,1.00,0.81,1.79,737,2192,688
253.62,-116.36,233.19,0.83,0.82,1.72,742,2210,688
136.56,-129.29,234.54,0.07,0.51,0.99,726,2223,688
120.36,-130.68,219.33,-0.15,0.50,0.88,731,2223,688
105.84,-130.89,193.18,-0.46,0.19,0.75,733,2214,688
98.88,-131.55,178.84,0.04,0.33,0.39,734,2224,688
100.41,-128.33,191.64,-0.09,0.20,0.34,734,2229,688
99.57,-125.18,174.83,-0.29,0.11,0.35,734,2229,688
120.75,-81.93,113.47,-0.50,-0.12,0.19,732,2228,688
125.40,-67.30,94.46,-0.46,-0.17,0.15,735,2231,688
131.84,-54.36,79.70,-0.43,-0.20,0.18,733,2233,688
136.81,-42.72,64.75,-0.41,-0.16,0.26,731,2231,688
139.07,-32.18,46.02,-0.54,-0.14,0.27,733,2230,688
144.94,-22.97,26.60,-0.44,-0.05,0.32,734,2228,688
