gX,gZ,gY,aX,aZ,aY,p1,p2,p3
-76.69,-41.78,-39.72,0.00,1.03,-0.21,615,1806,564
-83.33,-44.88,-30.03,0.11,0.98,-0.25,615,1801,560
-87.21,-48.16,-19.60,0.13,0.95,-0.25,617,1798,557
-88.66,-52.92,-16.52,-0.01,0.93,-0.29,614,1794,553
-85.36,-69.23,-42.90,-0.12,0.80,-0.52,617,1793,544
-77.04,-70.56,-43.16,-0.03,0.81,-0.52,615,1798,542
-71.64,-72.74,-52.01,-0.24,0.76,-0.52,617,1795,543
-63.91,-75.26,-62.64,-0.25,0.81,-0.55,615,1779,541
-58.02,-79.78,-70.68,-0.19,0.80,-0.51,618,1807,541
-50.67,-83.64,-69.83,-0.03,0.81,-0.61,618,1796,542
-4.06,-120.37,-95.89,-0.20,0.90,-0.75,611,1797,542
9.42,-133.90,-108.71,-0.42,0.89,-0.75,615,1792,541
24.56,-152.01,-124.33,-0.59,0.84,-0.60,619,1797,542
41.69,-168.08,-157.75,-0.62,0.91,-0.77,620,1797,542
58.47,-182.11,-162.93,-0.30,1.09,-0.80,624,1799,542
75.04,-199.90,-190.90,-0.73,0.86,-0.68,620,1795,543
192.38,-266.43,-270.16,-0.69,0.81,-1.08,620,1856,541
213.89,-278.13,-264.85,-0.14,0.94,-0.88,621,1875,543
239.43,-290.86,-253.65,-0.23,1.11,-0.85,616,1903,543
266.91,-305.44,-270.62,-0.69,1.04,-0.98,622,1922,543
290.55,-321.69,-310.65,-0.59,0.98,-0.82,624,1943,543
429.52,-355.61,-360.59,-0.07,0.84,-1.25,624,2037,543
463.40,-346.11,-372.67,-0.45,1.42,-0.02,624,2060,542
458.04,-350.05,-395.72,-0.39,0.81,-1.11,624,2079,541
492.85,-347.95,-341.78,0.97,1.12,-0.88,625,2096,544
497.42,-344.92,-319.97,0.95,0.78,-0.89,624,2098,545
497.42,-335.06,-212.27,2.15,1.24,-1.40,623,2106,545
497.42,-291.63,-289.23,2.15,0.75,0.02,625,2109,557
497.42,-274.08,-210.84,1.60,0.93,-0.65,624,2113,559
497.42,-251.50,-161.32,1.56,0.65,-0.54,623,2114,560
497.42,-230.11,-148.19,0.82,0.35,-0.25,624,2115,560
497.42,-209.23,-159.46,0.77,0.26,0.28,621,2117,563
497.42,-128.27,-133.74,0.96,0.73,1.00,619,2128,565
497.42,-112.92,-94.53,2.01,1.07,1.15,621,2129,563
497.42,-95.96,-49.75,1.63,1.16,1.78,623,2151,565
497.42,-87.34,-17.42,2.15,1.07,1.99,622,2153,566
497.42,-75.63,8.92,1.66,0.75,1.99,621,2147,570
449.19,-67.35,27.47,1.50,0.68,1.99,622,2160,565
220.65,-62.30,170.83,0.96,0.93,1.99,613,2194,567
178.36,-72.07,186.05,0.61,0.90,1.99,619,2202,565
140.97,-81.34,209.41,0.61,1.04,1.73,621,2215,566
103.40,-90.62,220.94,0.25,0.87,1.59,622,2224,565
81.63,-92.82,221.58,0.18,0.74,1.02,622,2231,561
71.83,-91.03,222.45,-0.00,0.57,0.78,622,2231,568
70.81,-86.50,210.94,-0.33,0.40,0.44,619,2237,566
64.79,-92.72,169.88,-0.15,0.36,0.12,619,2246,566
75.01,-86.39,172.83,0.07,0.50,-0.05,617,2251,567
82.67,-74.48,178.55,-0.09,0.48,0.02,619,2247,567
90.09,-64.63,171.65,-0.01,0.48,0.22,618,2250,565
94.24,-53.34,156.84,-0.35,0.20,0.17,618,2249,567
103.31,-39.52,154.71,-0.12,0.18,0.06,614,2249,565
136.36,14.27,84.60,-0.06,0.27,0.36,618,2250,565
132.56,20.89,73.68,-0.20,0.12,0.48,617,2247,565
128.47,25.09,63.94,-0.18,0.15,0.71,619,2246,566
118.27,25.75,50.31,-0.17,0.19,0.80,615,2247,566
108.59,26.22,47.32,0.02,0.32,0.81,618,2246,566
99.40,25.67,45.96,0.07,0.29,0.83,619,2250,568
89.98,24.22,42.26,0.14,0.33,0.83,618,2250,566
37.68,12.94,36.87,0.44,0.30,0.98,617,2247,565
26.18,11.08,40.97,0.47,0.32,1.00,618,2247,566
14.61,9.14,43.52,0.47,0.32,1.01,622,2246,567
3.69,7.70,47.09,0.50,0.29,0.98,618,2251,565
-7.06,6.56,49.59,0.49,0.29,0.97,618,2247,566
-17.10,5.75,51.27,0.46,0.29,0.94,618,2250,565
-26.34,5.06,51.10,0.41,0.32,0.92,618,2247,567
-34.98,4.92,51.50,0.40,0.32,0.90,619,2247,566
-63.09,4.01,40.83,0.23,0.36,0.80,618,2247,567
-40.67,66.48,48.58,-0.05,0.96,0.16,663,2250,949
-41.99,64.66,49.35,0.01,0.95,0.16,661,2251,950
-43.54,62.10,51.91,0.04,0.95,0.15,662,2250,949
-44.54,58.42,54.02,0.01,0.95,0.14,663,2249,949
-45.87,54.51,54.26,-0.01,0.96,0.13,660,2248,948
-47.53,49.60,51.97,-0.07,0.92,0.14,662,2247,949
-52.93,43.67,39.50,-0.34,0.75,0.26,663,2244,947
-57.04,20.68,37.16,0.01,0.96,0.08,663,2251,960
-49.74,20.89,32.58,-0.08,1.30,-0.58,663,2251,967
-74.09,8.42,51.12,0.55,0.68,0.89,659,2250,974
-74.95,3.28,50.31,-0.25,0.73,0.39,662,2249,977
-67.56,5.35,16.75,-0.57,0.78,-0.14,660,2250,986
-69.51,1.58,22.89,0.24,0.89,0.30,656,2250,991
-65.67,1.40,33.39,0.03,0.89,-0.24,656,2270,999
-62.66,0.42,21.79,0.23,0.88,0.18,655,2250,1047
-62.89,0.18,34.61,0.21,0.98,0.15,656,2251,1050
-66.78,-0.92,42.28,0.06,0.89,0.27,656,2250,1059
-69.68,-1.21,45.13,0.10,0.93,0.22,653,2251,1065
-65.54,1.82,45.35,0.02,0.99,0.03,656,2251,1069
-63.73,2.15,48.72,0.16,1.00,0.16,650,2247,1078
-63.50,3.49,62.61,0.20,1.04,0.12,653,2251,1091
-50.87,9.58,49.65,0.13,1.01,0.03,643,2251,1095
-48.03,11.75,57.07,0.01,1.00,0.05,645,2250,1097
-49.57,14.07,61.93,-0.03,0.99,0.11,643,2251,1097
-55.93,16.34,65.53,-0.08,0.96,0.19,642,2250,1098
-63.79,19.78,68.95,-0.16,0.93,0.23,645,2250,1091
-69.73,20.53,67.67,-0.25,0.90,0.26,642,2250,1095
-75.45,19.11,68.86,-0.19,0.99,0.32,641,2251,1094
-103.79,-0.01,54.39,-0.40,0.90,0.21,645,2253,1094
-107.91,-3.03,37.70,-0.46,0.89,0.28,643,2250,1097
-111.64,-3.96,24.39,-0.41,0.95,0.23,646,2251,1095
-115.82,-3.87,14.26,-0.36,0.94,0.13,643,2254,1095
-120.41,-1.47,7.33,-0.34,0.94,0.14,645,2256,1095
-124.95,0.13,-0.85,-0.27,0.92,0.09,659,2251,1095
-137.51,6.15,66.35,0.21,1.33,0.04,645,2223,1093
-138.54,4.07,86.87,0.15,1.17,0.17,644,2205,1094
-145.22,0.24,100.32,0.15,1.06,0.26,644,2191,1094
-145.94,-0.76,84.28,-0.43,0.91,0.43,643,2172,1094
-147.50,-1.47,59.91,-0.31,0.88,0.06,647,2157,1093
-161.70,-4.66,70.69,-0.01,0.84,0.25,642,2137,1088
-149.77,3.43,14.28,-0.06,0.98,-0.08,646,2039,1045
-153.96,4.56,16.10,0.04,0.79,-0.04,645,2023,1023
-147.19,5.60,16.86,-0.03,0.85,-0.22,643,2003,1008
-141.51,6.99,3.61,-0.17,0.76,-0.23,643,1975,995
-136.96,6.13,-4.42,-0.09,0.74,-0.28,656,1952,983
-133.33,6.68,14.69,0.33,0.93,-0.36,643,1935,976
-135.87,4.71,20.42,0.03,0.73,-0.16,644,1913,963
-135.36,-2.42,-10.90,-0.12,0.82,-0.19,644,1823,910
-133.65,-3.38,-21.48,-0.35,0.86,-0.16,645,1808,898
-137.28,-5.60,-32.06,-0.22,0.84,-0.03,644,1794,884
-138.77,-5.89,-36.01,-0.21,0.81,-0.05,644,1776,873
-136.25,-6.60,-39.52,-0.23,0.87,-0.22,644,1759,864
-135.19,-7.82,-49.72,-0.35,0.92,-0.27,644,1744,854
-148.43,-21.21,-40.18,-0.25,0.77,-0.09,644,1712,821
-144.99,-24.56,-40.56,-0.25,0.85,-0.22,650,1689,812
-145.70,-27.58,-33.63,-0.18,0.94,-0.15,647,1682,799
-148.75,-30.31,-38.58,-0.34,0.83,-0.17,647,1680,789
-147.39,-30.91,-41.75,-0.24,0.85,-0.20,646,1679,789
-145.33,-32.21,-49.37,-0.33,0.82,-0.37,656,1680,785
-105.77,-26.42,-69.31,-0.38,0.89,-0.62,644,1680,767
-94.63,-25.61,-80.24,-0.25,0.91,-0.65,647,1678,753
-86.37,-26.30,-87.37,-0.19,0.87,-0.62,647,1679,749
-74.31,-24.66,-90.47,0.01,0.91,-0.75,651,1680,732
-64.89,-27.20,-99.05,-0.30,0.86,-0.52,646,1680,733
-58.99,-32.40,-116.61,-0.48,0.84,-0.36,649,1680,727
-30.45,-56.66,-102.15,-0.10,1.08,-0.41,651,1680,704
-28.45,-61.44,-106.94,-0.14,0.96,-0.39,650,1680,694
-24.28,-66.39,-103.65,0.05,1.07,-0.46,651,1680,698
-22.35,-71.47,-97.14,0.10,1.13,-0.37,650,1680,690
-22.46,-77.12,-91.66,0.06,1.09,-0.31,651,1682,688
-19.99,-82.74,-92.00,-0.04,1.07,-0.33,651,1679,682
9.13,-101.55,-102.39,0.08,1.15,-0.62,650,1679,658
15.71,-109.53,-107.29,-0.14,1.03,-0.55,651,1679,660
22.29,-116.72,-115.54,-0.05,1.06,-0.60,647,1680,656
29.66,-125.20,-122.48,-0.07,0.97,-0.58,651,1682,656
37.28,-131.26,-121.97,-0.04,1.03,-0.61,651,1687,654
47.59,-138.22,-127.20,-0.13,1.05,-0.64,650,1692,653
104.61,-178.79,-158.99,-0.26,0.97,-0.63,652,1772,653
120.67,-187.44,-166.19,-0.15,1.12,-0.71,651,1797,653
137.17,-195.90,-185.35,-0.53,0.86,-0.72,650,1816,651
163.92,-201.30,-192.90,-0.20,1.10,-0.90,652,1852,653
190.23,-208.33,-191.80,0.03,1.22,-0.99,650,1867,651
302.01,-250.56,-268.94,-0.19,0.95,-0.91,651,1999,651
328.46,-261.15,-272.33,0.18,1.14,-0.84,651,2017,655
353.68,-270.42,-275.26,0.27,1.21,-0.81,650,2041,653
377.97,-279.87,-278.82,0.19,0.96,-0.77,652,2074,653
407.49,-283.84,-276.85,0.13,1.06,-1.12,653,2098,653
420.20,-287.34,-292.38,-0.07,1.10,-0.08,651,2113,655
497.42,-270.07,-249.10,0.41,0.68,-0.57,648,2163,653
497.42,-266.24,-198.09,0.19,1.15,-1.30,654,2169,653
497.42,-263.52,-306.47,-1.36,0.30,-0.26,654,2175,656
497.42,-258.11,-340.90,0.64,0.64,-0.49,651,2176,655
497.42,-246.08,-309.57,0.97,0.87,-0.43,653,2184,656
497.42,-181.70,-275.37,0.91,0.91,0.85,653,2183,654
497.42,-165.69,-253.42,1.27,0.82,0.72,651,2183,656
497.42,-150.65,-217.86,1.61,0.85,0.65,651,2186,654
497.42,-139.17,-182.50,1.57,1.00,0.89,653,2191,654
497.42,-129.81,-149.87,1.61,1.05,1.07,653,2192,656
497.42,-124.92,-111.80,1.92,1.23,1.30,650,2192,656
400.59,-109.20,97.64,2.09,1.21,1.30,653,2199,656
370.24,-114.59,131.71,1.60,0.97,1.63,651,2205,653
333.54,-120.22,135.55,1.08,0.95,1.47,654,2204,656
303.51,-116.66,141.68,1.02,0.97,1.35,647,2208,656
273.89,-117.63,147.30,0.85,0.76,1.35,653,2215,655
244.52,-120.21,170.52,0.87,0.81,1.29,654,2218,655
130.99,-135.44,176.29,-0.00,0.70,0.77,649,2227,656
122.62,-131.32,167.97,-0.14,0.74,0.73,653,2233,654
112.24,-125.35,152.87,-0.34,0.65,0.73,649,2235,655
101.02,-119.56,141.70,-0.22,0.67,0.70,648,2239,655
91.62,-111.75,128.23,-0.41,0.53,0.62,650,2238,656
89.19,-102.62,104.77,-0.62,0.44,0.42,649,2241,656
101.63,-56.30,43.13,-0.52,0.03,0.28,647,2250,656
104.96,-48.10,36.58,-0.33,0.08,0.25,647,2251,656
107.08,-39.87,17.53,-0.31,0.16,0.31,647,2255,655
108.68,-32.63,11.35,-0.13,0.23,0.34,650,2256,656
108.56,-24.19,-3.16,-0.29,0.20,0.36,646,2257,655
109.22,-17.55,-7.05,-0.02,0.18,0.40,646,2256,655
109.36,-11.63,-6.97,0.08,0.17,0.40,647,2258,656
88.96,-2.22,0.34,0.37,0.24,0.65,651,2263,654
-84.03,42.91,95.70,0.15,0.99,0.11,705,2271,1219
-85.10,30.97,91.48,-0.05,0.94,0.20,704,2271,1217
-89.68,20.04,84.34,-0.06,0.91,0.30,705,2272,1218
-92.40,15.08,90.37,0.23,1.02,0.16,703,2273,1217
-94.14,13.61,104.20,0.19,0.96,0.14,699,2271,1219
-97.41,10.91,112.84,0.07,0.85,0.23,703,2271,1219
-103.39,8.66,124.80,0.20,0.97,0.29,700,2269,1218
-134.75,-15.34,62.48,-0.20,0.85,0.22,694,2273,1200
-136.66,-13.50,63.90,-0.13,0.91,0.11,695,2272,1217
-138.12,-8.37,63.77,-0.26,0.84,0.01,695,2272,1220
-135.51,-2.05,62.46,-0.20,0.90,-0.05,694,2269,1216
-132.26,3.12,59.68,-0.26,0.93,-0.06,697,2270,1219
-128.49,7.55,46.77,-0.52,0.89,-0.07,695,2271,1216
-123.03,11.37,49.29,-0.32,0.96,0.01,694,2273,1221
-122.86,10.82,57.13,-0.20,1.01,0.08,691,2270,1217
-124.35,10.89,57.48,-0.26,1.01,0.09,691,2272,1218
-123.80,9.02,60.95,-0.23,1.00,0.08,688,2270,1216
-122.66,5.92,63.79,-0.20,1.02,-0.03,692,2271,1216
-121.71,4.88,77.81,-0.04,1.03,0.05,690,2270,1217
-132.96,-12.60,63.27,-0.76,0.54,0.24,690,2261,1199
-115.45,-10.94,4.68,-1.07,0.84,-0.25,693,2256,1184
-113.70,-12.65,-16.44,-0.54,0.88,-0.12,691,2247,1173
-115.42,-13.96,-7.63,-0.15,0.91,-0.08,690,2230,1166
-115.79,-12.65,-8.03,-0.17,0.74,-0.03,689,2227,1150
-107.10,-13.44,-13.25,-0.23,0.71,-0.22,689,2220,1136
-87.61,-29.70,-49.58,-0.30,0.72,-0.28,688,2163,1062
-84.08,-30.66,-55.61,-0.21,0.82,-0.22,688,2153,1047
-86.46,-31.38,-63.14,-0.25,0.74,-0.16,688,2143,1028
-87.38,-31.06,-66.03,-0.17,0.73,-0.11,690,2133,1006
-83.07,-29.35,-72.87,-0.22,0.80,-0.12,689,2125,992
-91.74,-34.05,-86.58,-0.40,0.88,0.13,688,2110,979
-94.99,-34.59,-98.03,-0.40,0.81,0.15,691,2066,916
-96.69,-38.14,-113.48,-0.37,0.84,-0.04,677,2059,902
-96.87,-38.56,-115.55,-0.16,0.93,-0.09,689,2042,886
-97.18,-37.30,-111.22,-0.11,0.92,-0.09,688,2032,869
-97.97,-35.18,-105.02,-0.08,0.86,-0.15,690,2025,859
-97.27,-33.37,-105.51,-0.14,0.86,-0.11,688,2014,848
-91.25,-32.68,-98.21,-0.34,0.89,-0.22,693,1962,782
-90.03,-32.95,-105.75,-0.21,0.93,-0.22,689,1947,783
-90.78,-32.79,-101.78,-0.00,1.00,-0.14,688,1936,762
-89.61,-33.89,-111.46,-0.19,0.89,-0.11,693,1923,747
-84.86,-33.55,-111.00,0.01,1.02,-0.32,691,1909,736
-84.90,-31.98,-101.65,0.08,0.99,-0.25,689,1903,719
-80.93,-39.27,-97.90,-0.04,0.91,-0.28,688,1853,667
-77.28,-40.25,-92.23,0.17,0.99,-0.27,689,1840,656
-77.01,-40.28,-82.44,0.24,1.02,-0.22,690,1830,655
-75.88,-40.25,-82.77,0.05,0.93,-0.30,690,1821,643
-74.19,-37.84,-75.86,0.19,1.00,-0.30,689,1815,631
-76.00,-38.71,-71.02,0.11,0.99,-0.19,691,1808,617
-87.96,-46.95,-47.03,0.04,0.97,-0.27,690,1793,576
-88.89,-48.37,-47.14,0.12,1.04,-0.30,690,1792,577
-93.88,-49.99,-43.14,0.15,1.01,-0.24,691,1794,572
-95.42,-48.74,-41.83,-0.02,1.00,-0.37,689,1792,563
-99.47,-50.97,-37.25,0.42,0.95,-0.26,689,1790,561
-96.08,-51.03,-39.52,-0.16,0.99,-0.41,688,1792,561
-83.16,-53.32,-48.81,-0.07,0.96,-0.49,699,1792,554
-80.77,-54.14,-59.31,-0.14,0.93,-0.50,690,1791,544
-78.83,-55.66,-65.39,-0.06,0.94,-0.47,690,1792,543
-77.16,-57.49,-67.02,-0.03,0.94,-0.47,691,1793,544
-75.36,-58.85,-68.16,-0.02,0.93,-0.48,691,1792,541
-73.80,-60.25,-70.47,-0.02,0.94,-0.47,690,1793,541
-67.99,-69.73,-74.97,0.10,1.06,-0.48,693,1801,539
-63.39,-70.18,-58.41,0.20,1.14,-0.66,691,1792,543
-53.30,-80.76,-77.57,-0.52,0.88,-0.39,695,1792,540
-37.32,-87.49,-102.64,0.04,1.14,-0.89,695,1794,542
-10.48,-88.79,-79.06,0.36,1.17,-1.38,698,1792,541
7.51,-103.95,-78.97,0.06,1.06,-1.13,694,1808,541
122.18,-174.34,-119.42,-0.27,1.35,-1.19,699,1895,542
150.81,-192.62,-121.40,-0.09,1.46,-1.17,696,1907,544
183.91,-210.14,-126.24,-0.21,1.36,-1.15,693,1927,542
214.72,-224.53,-141.17,-0.27,1.39,-1.07,695,1947,541
240.73,-237.85,-163.13,-0.60,1.15,-1.14,694,1965,542
270.00,-251.82,-184.99,-0.31,1.21,-1.09,696,1983,541
404.07,-301.37,-211.06,-0.11,1.23,-1.11,694,2046,542
428.61,-311.46,-214.06,-0.02,1.30,-1.01,693,2069,541
463.22,-318.16,-217.19,0.01,1.13,-1.24,693,2079,543
488.81,-319.47,-189.63,0.58,1.29,-1.35,693,2096,544
497.42,-323.96,-177.58,0.31,1.00,-1.13,698,2106,544
497.42,-306.57,-260.53,-0.69,1.02,-0.82,698,2126,565
497.42,-300.54,-262.84,-0.09,0.67,-0.96,699,2128,562
497.42,-288.05,-273.11,0.15,0.71,-1.07,695,2128,562
497.42,-282.86,-226.67,1.93,0.23,0.33,695,2131,561
497.42,-276.36,-215.43,-0.05,0.49,-0.78,694,2137,560
497.42,-265.44,-236.07,0.12,0.22,-0.31,696,2132,562
497.42,-201.12,-226.19,1.02,0.19,0.16,691,2135,562
497.42,-186.07,-206.06,1.15,0.26,0.49,691,2138,563
497.42,-175.78,-179.17,1.54,0.42,0.78,690,2138,562
497.42,-165.24,-154.35,1.58,0.59,1.08,692,2139,561
497.42,-152.85,-109.29,2.15,1.17,1.73,691,2150,562
497.42,-130.59,-64.90,1.60,0.81,1.68,691,2154,565
431.88,-86.92,153.84,1.80,0.69,1.99,693,2165,565
371.08,-96.28,167.52,1.11,0.66,1.99,691,2170,561
317.60,-107.15,180.86,0.79,0.71,1.99,688,2181,562
266.01,-115.72,197.93,0.80,0.85,1.99,693,2192,563
223.51,-120.62,215.10,0.40,0.77,1.73,690,2199,563
195.81,-122.72,226.84,0.60,0.82,1.54,693,2213,565
125.80,-111.47,196.75,-0.23,0.61,0.50,690,2227,565
115.04,-111.12,167.87,-0.40,0.34,0.51,691,2228,562
108.94,-113.96,166.83,-0.14,0.31,0.52,690,2229,563
101.89,-112.18,167.62,-0.33,0.20,0.33,689,2231,567
104.59,-107.21,142.48,-0.70,0.03,0.07,692,2235,570
110.04,-101.17,142.43,-0.20,0.22,0.09,690,2233,571
151.22,-51.23,85.12,-0.27,0.02,0.04,689,2233,576
158.72,-38.48,70.08,-0.46,-0.04,0.05,689,2234,576
163.88,-24.74,54.10,-0.37,-0.01,0.15,688,2231,577
163.71,-11.73,45.85,-0.43,0.02,0.33,689,2231,581
165.75,-1.30,37.07,-0.35,0.01,0.41,690,2230,579
164.87,8.42,28.23,-0.29,0.01,0.56,690,2234,581
159.26,14.85,22.26,-0.20,0.01,0.69,692,2234,581
105.62,22.56,-4.68,0.11,0.06,0.98,688,2239,583
92.84,21.67,-2.76,0.24,0.04,1.00,688,2238,581
78.12,18.92,-1.39,0.27,0.01,1.10,691,2239,583
63.04,15.86,1.32,0.35,0.04,1.13,691,2238,585
47.51,11.12,7.38,0.43,0.05,1.16,689,2239,584
32.52,6.25,13.55,0.47,0.08,1.15,692,2238,582
18.97,1.12,20.45,0.50,0.11,1.12,689,2240,581
6.00,-3.95,26.00,0.48,0.13,1.10,689,2240,579
-45.85,-19.15,41.65,0.27,0.10,0.98,688,2239,586
-54.16,-20.74,41.06,0.20,0.09,0.95,688,2241,582
-205.90,74.73,6.69,0.18,0.95,-0.15,807,2246,1200
-200.96,71.12,9.99,0.19,0.96,-0.15,804,2246,1200
-198.70,63.20,23.97,0.46,0.97,-0.12,803,2247,1200
-195.13,53.06,30.17,0.14,0.93,-0.12,803,2246,1199
-193.87,44.77,24.46,0.02,0.95,-0.13,803,2246,1199
-192.90,38.40,21.48,0.02,0.88,-0.11,801,2247,1200
-161.59,22.22,36.48,0.12,1.13,-0.28,780,2246,1199
-166.41,20.05,31.15,-0.09,0.96,-0.01,769,2241,1223
-164.72,16.66,9.16,-0.37,0.83,-0.17,761,2230,1200
-160.29,15.18,-7.81,-0.34,0.87,-0.17,771,2227,1200
-158.77,17.49,-17.39,-0.16,0.89,-0.13,753,2219,1200
-157.68,18.15,-10.90,0.10,0.98,-0.10,753,2206,1200
-150.38,5.46,1.19,-0.15,0.91,0.03,748,2169,1199
-151.38,4.37,7.32,0.03,1.02,-0.01,747,2163,1199
-154.37,3.72,8.94,-0.10,0.92,0.03,746,2154,1200
-155.28,2.74,7.39,-0.12,0.93,0.01,745,2149,1206
-155.27,3.73,7.39,-0.09,0.97,-0.05,747,2138,1199
-154.95,3.44,6.06,-0.23,0.89,-0.02,742,2130,1200
-154.35,1.05,4.89,-0.14,0.94,0.06,748,2127,1200
-172.81,-5.09,25.70,0.22,0.94,0.11,746,2102,1200
-174.98,-8.62,39.61,0.03,0.97,0.05,749,2099,1200
-167.30,-10.76,53.58,0.15,1.10,-0.22,749,2095,1200
-166.61,-11.01,70.84,0.06,1.12,-0.26,745,2088,1200
-173.97,-13.35,98.74,0.29,0.95,0.13,747,2085,1199
-188.69,-19.87,104.45,-0.19,0.98,0.02,746,2082,1198
-174.40,-17.41,-6.94,0.06,0.97,-0.21,737,2061,1133
-168.46,-10.66,-1.52,-0.05,0.97,-0.51,738,2059,1135
-159.85,-4.16,-2.04,0.12,0.95,-0.53,738,2047,1123
-153.48,-2.25,0.06,0.08,0.89,-0.32,737,2037,1110
-146.72,1.46,-2.38,0.00,1.02,-0.50,741,2032,1097
-140.31,2.44,-4.39,0.04,1.05,-0.47,740,2025,1082
-101.16,8.13,-34.93,0.04,0.95,-0.59,741,1985,992
-93.73,8.15,-42.74,-0.09,0.91,-0.50,741,1971,978
-88.02,7.99,-44.81,-0.08,0.88,-0.53,736,1966,960
-82.03,8.07,-44.27,0.02,0.97,-0.52,744,1954,945
-75.38,7.18,-45.25,-0.08,0.95,-0.49,742,1947,928
-72.23,6.66,-45.78,-0.09,0.91,-0.39,742,1936,911
-66.66,6.95,-42.27,0.01,0.99,-0.46,737,1925,890
-65.97,-2.25,-45.90,-0.09,1.01,-0.22,743,1889,835
-67.45,-3.12,-42.88,0.04,1.04,-0.24,743,1881,822
-65.48,-4.71,-39.86,0.06,1.03,-0.29,743,1873,809
-62.95,-5.66,-34.16,0.12,1.15,-0.34,741,1872,796
-64.19,-6.77,-25.80,0.11,1.11,-0.23,741,1866,785
-65.33,-9.99,-30.82,-0.09,1.03,-0.17,745,1861,784
-50.57,-19.98,-51.83,-0.06,1.02,-0.42,745,1847,744
-47.54,-19.75,-45.63,0.11,1.08,-0.42,744,1839,734
-45.25,-22.50,-47.25,-0.06,1.01,-0.36,746,1834,720
-41.62,-23.75,-53.54,-0.08,1.03,-0.40,747,1830,714
-39.94,-21.70,-56.36,-0.07,0.97,-0.47,743,1825,707
-39.41,-20.40,-54.55,0.05,1.00,-0.41,741,1824,703
-23.35,-32.68,-48.73,0.13,1.09,-0.44,743,1814,656
-27.30,-35.29,-48.59,-0.02,1.06,-0.39,743,1814,650
-27.65,-37.17,-47.54,0.13,1.06,-0.36,747,1811,643
-32.29,-43.14,-49.90,0.01,1.03,-0.31,747,1813,640
-33.09,-49.03,-50.15,0.01,1.04,-0.34,748,1813,627
-14.40,-40.56,-39.49,0.51,0.88,-0.63,748,1814,592
-14.87,-47.75,-41.19,0.12,1.01,-0.45,745,1814,592
-14.03,-50.56,-41.05,0.16,0.97,-0.34,748,1816,589
-12.41,-51.47,-36.73,0.11,0.97,-0.42,746,1812,580
-10.46,-51.01,-39.46,0.00,0.94,-0.42,747,1811,576
-9.99,-50.19,-44.19,0.00,0.92,-0.39,748,1811,576
-10.89,-50.53,-46.26,0.04,0.91,-0.35,747,1813,573
-12.89,-52.01,-53.90,0.06,0.93,-0.34,750,1810,556
-13.76,-55.53,-56.91,0.03,0.88,-0.27,751,1810,546
-15.76,-57.63,-57.43,0.09,0.89,-0.31,752,1813,543
-17.82,-59.12,-59.69,0.05,0.87,-0.32,750,1811,543
-19.45,-61.15,-60.55,0.09,0.87,-0.30,752,1811,542
-21.12,-63.15,-60.18,0.10,0.87,-0.28,749,1809,540
-24.55,-73.18,-62.71,0.16,0.86,-0.32,749,1813,530
-24.45,-74.86,-63.42,0.15,0.85,-0.34,750,1813,530
-24.29,-77.21,-62.26,0.20,0.87,-0.35,749,1811,530
-24.16,-79.56,-59.45,0.24,0.85,-0.35,751,1813,530
-23.57,-81.82,-56.48,0.27,0.85,-0.41,751,1811,487
-23.13,-84.79,-49.22,0.35,0.87,-0.42,751,1812,530
5.65,-124.91,-65.98,-0.08,0.87,-0.56,751,1814,529
16.52,-134.95,-59.43,0.43,1.12,-0.68,750,1815,529
31.36,-147.21,-58.90,0.06,1.04,-0.77,752,1813,530
49.02,-164.85,-56.01,0.22,1.20,-0.79,752,1811,530
65.77,-185.20,-67.05,-0.23,1.07,-0.70,752,1812,529
101.83,-203.15,-65.02,0.18,1.30,-1.23,752,1815,529
236.04,-264.07,-124.36,-0.30,1.19,-1.23,752,1890,530
266.93,-271.11,-146.07,-0.66,1.05,-1.14,752,1911,532
297.08,-277.78,-172.18,-0.68,1.10,-1.06,752,1938,529
329.08,-285.84,-206.65,-0.69,1.02,-1.10,752,1955,529
362.90,-295.85,-231.16,-0.31,0.94,-1.10,752,1978,530
497.42,-312.57,-141.90,0.45,0.94,-1.11,752,2061,537
497.42,-307.63,-140.41,0.43,0.82,-0.68,752,2079,544
497.42,-297.79,-158.13,-0.20,0.55,-0.87,752,2101,560
497.42,-284.16,-183.72,0.10,0.69,-1.08,752,2105,574
497.42,-268.83,-169.51,0.40,0.43,-0.79,754,2113,581
497.42,-260.05,-175.06,1.11,0.36,-0.83,752,2117,594
497.42,-223.78,-161.31,-0.28,-0.11,0.38,752,2151,656
497.42,-204.98,-204.15,0.23,0.22,-0.24,752,2156,667
497.42,-189.73,-180.03,1.29,0.74,0.01,750,2155,685
497.42,-171.12,-149.03,1.23,0.95,0.07,752,2153,691
497.42,-153.69,-157.52,1.02,1.04,0.15,752,2158,699
497.42,-143.26,-117.11,1.88,1.00,0.64,751,2155,709
497.42,-114.91,-78.55,1.49,0.96,1.07,751,2151,735
497.42,-110.05,-67.95,1.65,1.14,1.29,749,2154,736
497.42,-101.66,0.39,1.90,1.09,1.21,750,2157,736
497.42,-93.41,41.00,1.78,1.11,1.27,751,2158,735
497.25,-87.49,57.81,1.13,0.86,1.38,750,2160,733
463.62,-88.37,61.55,1.43,0.77,1.69,747,2166,737
