gX,gZ,gY,aX,aZ,aY,p1,p2,p3
-40.44,236.38,131.94,0.06,1.44,0.11,975,1709,1328
-23.56,238.61,141.47,0.06,1.60,-0.18,998,1709,1339
-14.09,237.05,139.47,-0.13,1.45,-0.04,998,1711,1349
-8.59,232.82,136.26,-0.14,1.36,0.06,999,1707,1350
7.19,232.17,142.14,-0.02,1.48,-0.22,999,1709,1360
15.76,230.93,153.71,0.01,1.38,-0.05,997,1709,1367
63.34,216.87,148.22,-0.03,1.55,-0.12,998,1707,1398
75.02,210.40,151.65,-0.05,1.56,-0.13,998,1708,1406
87.28,204.44,153.67,-0.13,1.55,-0.03,998,1710,1409
95.59,199.56,143.76,-0.19,1.60,-0.03,999,1709,1414
106.26,196.84,141.29,0.02,1.72,-0.11,1003,1711,1423
110.75,195.17,134.32,-0.20,1.59,-0.03,1000,1697,1429
141.97,192.72,84.49,-0.50,1.39,-0.13,999,1710,1472
148.63,192.73,57.30,-0.71,1.16,-0.16,1000,1706,1487
166.89,194.23,35.87,-0.55,1.31,-0.41,999,1709,1501
181.42,195.02,15.58,-0.53,1.32,-0.34,1006,1707,1518
191.76,191.20,-4.99,-0.49,1.39,-0.22,999,1708,1535
203.21,188.85,-24.36,-0.46,1.45,-0.28,1000,1708,1562
290.24,182.08,-85.25,-0.10,1.49,-0.59,999,1706,1629
309.54,180.40,-100.32,0.10,1.59,-0.48,999,1708,1645
319.94,178.59,-100.85,0.41,1.56,-0.30,1001,1698,1660
330.15,174.55,-104.49,0.20,1.39,-0.28,998,1707,1674
333.83,169.37,-134.97,-0.06,1.21,-0.16,1002,1707,1682
342.43,126.40,-222.01,0.01,1.29,-0.19,997,1706,1750
352.18,116.30,-223.05,0.70,1.08,0.00,995,1711,1765
349.44,103.13,-208.78,1.05,1.21,0.24,979,1703,1779
333.18,90.66,-238.03,0.38,0.93,0.55,997,1704,1791
324.14,75.71,-246.35,0.89,1.02,0.60,998,1711,1802
315.34,57.48,-234.32,1.05,0.90,0.51,995,1713,1818
304.52,-12.52,-229.63,1.24,0.92,0.57,994,1739,1866
295.07,-29.24,-222.91,1.25,0.88,0.49,995,1746,1872
285.99,-45.19,-219.72,1.10,0.79,0.60,997,1750,1881
279.92,-61.94,-216.53,1.14,0.73,0.51,1008,1755,1887
273.30,-78.99,-205.02,1.24,0.77,0.55,994,1754,1893
265.01,-94.00,-204.93,1.04,0.71,0.66,992,1763,1894
198.67,-171.25,-178.36,1.33,0.52,0.85,993,1789,1906
179.37,-188.81,-164.55,1.26,0.59,0.90,994,1801,1907
158.41,-204.47,-180.30,0.79,0.33,0.90,991,1805,1909
147.48,-218.80,-174.53,1.09,0.33,0.76,992,1807,1920
135.36,-232.96,-174.12,1.00,0.35,0.71,994,1827,1909
120.38,-244.23,-177.98,0.88,0.35,0.74,992,1835,1909
62.43,-278.98,-234.13,0.58,0.22,0.52,997,1872,1909
51.24,-289.53,-239.65,0.65,0.23,0.57,992,1885,1909
41.42,-298.35,-239.23,0.65,0.23,0.52,993,1895,1913
28.08,-305.47,-246.99,0.50,0.16,0.50,995,1904,1910
16.58,-314.43,-259.28,0.36,0.13,0.49,994,1912,1907
4.46,-321.18,-276.01,0.29,0.16,0.55,992,1922,1913
-69.85,-341.16,-305.43,0.21,-0.17,0.86,991,1955,1909
-77.72,-341.63,-306.32,0.83,0.05,0.61,994,1963,1906
-103.08,-337.36,-316.58,0.17,-0.22,0.89,992,1963,1909
-122.06,-337.10,-329.74,0.41,-0.28,0.85,993,1967,1909
-130.03,-333.25,-316.67,0.58,-0.21,0.62,991,1967,1907
-215.83,-293.65,-245.52,0.66,-0.22,0.74,993,1972,1909
-237.42,-286.98,-249.65,0.28,-0.34,0.88,989,1973,1910
-257.74,-283.13,-250.96,0.41,-0.23,0.88,995,1971,1909
-279.82,-273.94,-251.22,0.47,-0.16,0.66,993,1969,1913
-293.86,-268.34,-229.49,0.77,0.05,0.87,998,1972,1908
-328.49,-206.38,-118.13,0.60,0.06,-0.04,999,1970,1925
-343.88,-193.01,-96.01,0.44,-0.31,0.64,999,1971,1909
-362.92,-187.88,-104.26,0.15,-0.30,0.67,999,1969,1909
-372.81,-177.19,-125.45,-0.36,-0.24,0.48,999,1969,1909
-393.11,-167.67,-160.10,-0.48,-0.32,0.67,999,1970,1911
-467.80,-127.13,-113.17,0.22,-0.05,0.40,997,1968,1910
-435.74,-120.69,-126.38,-1.00,0.52,-1.02,997,1970,1907
-455.71,-103.85,-116.42,-0.27,-0.04,0.11,996,1971,1909
-464.37,-91.10,-136.33,-0.53,-0.11,0.01,998,1970,1909
-474.58,-85.97,-130.26,-0.09,-0.02,0.31,998,1971,1911
-495.92,-44.28,-83.00,-0.57,0.13,-0.07,998,1968,1906
-498.70,-31.99,-78.75,-0.46,0.21,-0.31,997,1969,1909
-494.40,-18.93,-75.62,-0.49,0.20,-0.46,996,1970,1911
-486.53,-5.67,-76.23,-0.60,0.19,-0.62,996,1968,1907
-478.63,7.19,-83.69,-0.80,0.29,-0.75,995,1968,1909
-465.51,23.11,-77.59,-0.62,0.49,-1.03,995,1968,1909
-372.59,81.75,-47.43,-0.37,1.12,-1.35,995,1968,1910
-354.89,91.82,-37.46,-0.66,0.78,-1.18,995,1968,1907
-336.81,113.01,-44.30,-1.06,0.99,-1.40,993,1968,1909
-299.16,139.69,-32.23,-0.86,1.24,-1.63,997,1968,1910
-274.30,160.72,-24.62,-0.62,1.18,-1.39,997,1969,1910
-168.99,259.60,10.51,-0.18,1.32,-1.42,999,1969,1910
-145.04,277.20,17.25,-0.60,1.43,-1.38,998,1969,1908
-126.08,294.12,19.27,-0.38,1.54,-1.27,998,1969,1910
-110.56,313.11,20.48,-0.34,1.59,-1.14,999,1970,1909
-91.39,330.96,9.53,-0.42,1.46,-1.20,1002,1969,1910
-80.47,341.54,1.87,-0.14,1.45,-0.91,1003,1969,1906
-79.94,-2.52,-156.20,-0.74,0.47,0.83,1008,1728,1357
-89.94,-1.48,-170.59,-0.64,0.48,0.84,1008,1728,1354
-101.05,-1.73,-181.75,-0.62,0.45,0.93,1007,1728,1353
-112.50,-1.56,-190.56,-0.50,0.52,0.92,1007,1728,1349
-123.24,-1.77,-198.10,-0.52,0.55,0.92,1007,1729,1344
-132.61,-1.16,-206.58,-0.49,0.55,0.90,1008,1730,1335
-190.99,3.60,-162.61,0.25,0.70,0.49,1008,1728,1328
-181.04,6.40,-128.97,-0.09,0.44,0.43,1008,1727,1322
-177.50,0.98,-148.17,-0.42,0.58,0.42,1008,1727,1317
-180.85,0.03,-156.61,-0.37,0.57,0.30,1007,1729,1315
-182.56,-1.65,-150.44,-0.00,0.63,0.30,1008,1730,1310
-206.89,-11.24,-127.75,-0.29,0.83,0.20,1008,1739,1311
-213.31,-6.64,-143.14,-0.55,0.78,0.29,1007,1739,1311
-218.95,0.15,-170.97,-0.75,0.67,0.33,1008,1737,1310
-207.68,4.78,-193.23,-0.39,1.01,-0.03,1008,1739,1308
-212.05,16.78,-195.75,-0.42,0.67,0.22,1007,1739,1311
-199.91,68.18,-112.91,0.08,0.65,0.49,1003,1735,1310
-210.93,80.38,-75.42,0.01,0.77,0.87,1006,1738,1310
-203.40,84.72,-35.08,0.28,1.02,0.24,1005,1741,1309
-201.16,98.73,-54.44,-1.22,1.07,1.06,1003,1739,1311
-202.41,110.66,-67.00,-0.21,0.96,0.30,1003,1737,1310
-202.20,114.87,-37.71,0.29,1.01,0.30,1003,1738,1312
-207.92,141.17,12.52,0.22,1.17,-0.01,1001,1739,1340
-207.13,148.08,48.92,0.36,1.29,0.37,997,1739,1356
-213.98,158.33,71.80,0.08,1.15,0.29,997,1739,1363
-214.98,174.08,75.07,-0.35,1.06,0.49,998,1738,1381
-217.04,193.69,61.91,-0.60,0.66,0.02,997,1740,1398
-219.60,210.43,53.35,-0.48,0.55,0.04,996,1739,1409
-214.23,233.59,74.08,-0.59,1.27,0.59,999,1740,1499
-195.65,235.31,76.51,-0.24,1.35,-0.17,999,1738,1519
-192.67,238.50,88.23,-0.30,1.26,0.05,998,1738,1531
-175.97,242.96,104.92,-0.10,1.30,-0.31,999,1739,1555
-151.71,249.88,110.38,-0.15,1.20,-0.43,998,1739,1569
-153.28,254.18,119.22,-0.59,1.33,-0.60,998,1736,1580
-100.73,256.58,120.54,-0.46,1.35,-0.27,999,1740,1678
-84.69,254.55,119.30,-0.37,1.40,-0.34,999,1737,1630
-69.42,250.81,122.32,-0.24,1.46,-0.23,999,1741,1639
-58.03,246.26,123.64,-0.33,1.42,-0.25,1001,1740,1648
-38.30,241.92,122.35,-0.28,1.56,-0.40,1001,1738,1655
21.59,205.94,85.88,-0.51,1.48,-0.24,1002,1739,1674
37.19,200.53,81.77,-0.35,1.61,-0.36,1006,1738,1675
54.66,197.36,74.48,-0.45,1.56,-0.40,1005,1738,1680
69.91,191.46,63.00,-0.43,1.64,-0.34,1001,1739,1676
82.41,185.42,55.93,-0.42,1.63,-0.31,1009,1739,1677
90.53,179.86,50.41,-0.28,1.62,-0.21,1007,1738,1677
135.56,165.75,7.00,-0.19,1.79,-0.24,1006,1740,1678
146.02,166.98,-1.95,-0.17,1.78,-0.23,1007,1738,1679
158.20,170.53,-7.51,-0.08,1.78,-0.30,1007,1737,1677
168.23,176.46,-11.62,-0.06,1.77,-0.34,1005,1740,1678
178.47,182.29,-23.10,-0.11,1.75,-0.34,1005,1738,1678
189.48,187.66,-38.81,-0.14,1.75,-0.38,1005,1741,1680
246.31,186.62,-87.31,0.25,1.73,-0.38,1006,1737,1698
244.17,184.73,-100.27,0.25,1.50,0.08,1005,1739,1705
254.26,174.81,-92.56,0.77,1.76,-0.46,1008,1739,1712
257.11,167.48,-106.04,-0.20,1.47,-0.15,1005,1735,1722
272.46,158.32,-127.92,0.28,1.67,-0.36,1006,1739,1728
320.72,126.66,-153.88,0.52,1.36,-0.09,1007,1740,1747
316.69,111.91,-172.93,0.49,1.21,0.11,1006,1740,1753
323.86,103.89,-172.65,0.35,1.13,-0.04,1007,1738,1758
321.95,100.53,-206.64,-0.05,1.06,0.08,1006,1737,1761
328.90,87.16,-203.81,0.71,1.09,-0.01,1005,1741,1769
310.17,16.08,-207.00,1.09,1.03,0.30,1005,1748,1794
306.52,5.92,-206.56,0.82,0.93,0.33,999,1749,1798
306.02,-4.98,-216.99,0.78,0.87,0.23,1000,1756,1805
313.07,-15.86,-214.44,0.93,0.85,0.13,1001,1763,1795
319.10,-23.83,-214.17,0.90,0.88,0.05,999,1769,1814
321.91,-34.49,-211.71,1.01,0.93,0.18,999,1766,1815
305.18,-91.50,-210.52,0.99,0.64,0.25,997,1766,1827
301.50,-102.64,-206.12,1.01,0.58,0.25,999,1770,1826
298.67,-113.62,-204.20,0.97,0.55,0.30,999,1775,1829
291.24,-125.57,-205.02,0.93,0.50,0.41,1005,1773,1828
280.99,-136.86,-211.23,0.80,0.48,0.56,1001,1770,1831
270.41,-148.95,-214.47,0.92,0.46,0.52,998,1770,1830
195.92,-194.00,-204.59,0.80,0.15,0.96,997,1782,1835
172.38,-204.35,-209.84,0.71,0.13,1.05,997,1785,1837
149.82,-213.62,-220.26,0.51,0.07,1.08,997,1790,1839
134.67,-222.55,-229.00,0.58,0.14,0.93,999,1799,1838
116.99,-229.22,-230.78,0.61,0.15,0.94,999,1805,1826
44.29,-259.73,-225.04,0.56,0.06,0.66,997,1827,1838
31.92,-266.38,-230.56,0.38,-0.01,0.60,1002,1831,1838
14.95,-274.00,-246.73,0.38,-0.07,0.61,1001,1839,1835
-7.59,-280.78,-261.46,0.27,-0.08,0.74,998,1847,1837
-25.50,-286.26,-279.84,0.12,-0.14,0.69,997,1854,1839
-35.76,-292.14,-299.22,0.13,-0.15,0.56,998,1855,1837
-103.62,-296.87,-290.73,0.52,-0.31,0.73,999,1861,1837
-120.79,-294.92,-288.15,0.33,-0.40,0.80,996,1856,1835
-141.54,-292.08,-296.41,0.25,-0.42,0.83,999,1854,1835
-158.92,-287.97,-298.96,0.31,-0.39,0.80,999,1855,1837
-172.37,-284.44,-258.97,1.13,-0.11,0.70,999,1856,1837
-232.72,-238.37,-284.58,-0.37,-0.49,0.65,998,1856,1838
-259.51,-230.44,-253.34,0.75,-0.24,1.14,1000,1855,1838
-273.04,-221.01,-259.42,0.20,-0.50,0.68,1001,1855,1838
-298.06,-206.52,-227.94,0.69,-0.37,1.00,997,1854,1839
-324.70,-202.09,-217.77,0.44,-0.39,0.90,1006,1854,1839
-459.77,-187.33,-149.94,0.45,-0.39,1.24,999,1854,1838
-476.87,-181.05,-132.29,0.49,-0.26,0.65,996,1855,1840
-479.65,-177.10,-200.33,-1.32,0.07,0.72,999,1853,1839
-465.08,-140.76,-188.65,0.52,-0.64,-0.47,999,1855,1837
-485.54,-126.21,-172.35,0.23,-0.46,0.31,1002,1856,1839
-503.08,-96.05,-84.49,-0.25,-0.12,0.05,998,1855,1838
-503.08,-91.21,-75.77,-0.34,-0.14,-0.05,998,1854,1836
-503.08,-82.31,-76.09,-0.54,-0.12,-0.15,999,1855,1837
-503.08,-69.25,-76.24,-0.56,-0.09,-0.23,998,1855,1835
-500.15,-56.55,-71.40,-0.54,-0.05,-0.39,998,1853,1859
-439.48,10.08,-78.46,-0.76,0.53,-0.79,999,1856,1838
-426.23,26.43,-59.71,-0.63,0.57,-0.88,1002,1854,1837
-411.59,43.54,-53.81,-0.99,0.62,-1.05,998,1856,1836
-392.59,62.85,-64.42,-1.14,0.70,-1.11,997,1854,1837
-376.66,80.91,-75.54,-1.15,0.76,-1.06,995,1855,1839
-360.93,95.72,-75.88,-0.93,0.84,-1.03,991,1853,1838
-246.66,200.61,-11.33,-0.67,1.40,-1.51,1015,1854,1836
-220.03,224.37,-13.68,-0.79,1.38,-1.45,998,1856,1838
-194.49,245.92,-9.86,-0.60,1.44,-1.40,999,1855,1838
-169.98,269.08,-2.38,-0.49,1.53,-1.40,1002,1855,1853
-143.66,292.44,2.09,-0.40,1.56,-1.42,999,1838,1840
-81.56,357.17,127.25,-0.03,1.61,-0.55,1008,1855,1838
-45.77,383.17,85.64,-1.10,1.53,-0.50,1011,1855,1840
-18.56,391.14,60.83,-0.05,1.98,-1.67,1009,1852,1838
24.12,393.45,68.90,-0.07,1.98,-1.03,1009,1854,1837
-152.12,-25.73,-130.84,-0.35,0.45,0.74,1002,1793,1309
-160.37,-26.70,-143.48,-0.34,0.44,0.76,1003,1796,1303
-167.82,-27.39,-151.59,-0.31,0.43,0.74,1002,1792,1307
-175.50,-29.02,-158.87,-0.28,0.44,0.76,1003,1793,1307
-185.18,-30.55,-164.03,-0.28,0.49,0.81,1006,1792,1305
-229.76,-37.67,-161.83,-0.12,0.53,0.67,1000,1793,1305
-239.30,-37.39,-166.44,-0.15,0.54,0.70,996,1795,1301
-248.56,-37.65,-166.10,-0.06,0.58,0.57,1003,1795,1303
-252.66,-35.02,-164.01,-0.04,0.60,0.52,1001,1795,1302
-252.12,-26.32,-158.90,-0.04,0.65,0.31,1002,1792,1301
-267.43,-39.79,-132.70,-0.15,0.90,-0.16,1003,1796,1299
-261.47,-33.56,-153.39,-0.16,0.67,0.24,1002,1793,1300
-271.43,-36.34,-170.00,-0.58,0.49,0.26,1003,1796,1302
-278.61,-33.28,-202.53,-0.74,0.52,0.03,1001,1795,1298
-279.02,-20.78,-209.54,-0.35,0.70,-0.23,1004,1794,1302
-231.40,26.55,-120.68,0.33,1.47,-0.08,1003,1797,1301
-242.50,49.88,-128.18,-0.62,0.98,0.28,1004,1796,1299
-238.89,68.81,-83.59,0.39,0.90,0.11,1003,1796,1301
-243.43,88.40,-32.94,0.51,0.95,0.04,1004,1795,1299
-232.37,106.12,0.81,0.02,1.15,-0.28,1003,1793,1298
-201.45,122.08,-26.18,-0.91,1.36,-0.42,1002,1794,1299
-176.72,156.81,53.18,0.27,1.19,-0.12,1001,1795,1307
-193.92,168.06,48.37,-0.47,0.99,0.34,999,1794,1314
-176.47,189.36,32.92,0.71,1.51,-0.46,999,1794,1328
-180.44,197.19,33.82,-0.85,0.58,0.01,1002,1789,1330
-162.27,213.71,59.33,0.60,1.55,-0.52,1002,1795,1340
-45.62,316.82,104.77,-0.42,1.48,-0.57,1003,1791,1366
-19.72,333.74,114.60,-0.25,1.55,-0.97,994,1795,1373
-2.70,348.58,130.29,-0.23,1.63,-0.59,1002,1794,1377
13.41,363.86,168.43,0.33,1.49,-0.42,1003,1794,1381
40.06,367.62,186.09,0.41,1.27,-0.64,1002,1792,1391
72.84,385.68,221.33,0.75,1.39,-0.59,1003,1793,1394
76.50,347.02,233.04,-0.09,1.72,-0.28,1008,1793,1409
85.86,336.49,235.82,-0.20,1.61,-0.11,1008,1794,1415
107.37,328.49,236.23,-0.11,1.69,-0.26,1008,1794,1422
111.45,316.27,230.69,-0.29,1.35,0.00,1008,1795,1423
118.78,306.08,232.46,-0.18,1.39,-0.30,1008,1794,1424
162.75,257.14,205.29,-0.49,1.58,0.15,1008,1795,1433
159.10,251.91,194.84,-0.63,1.56,0.42,1005,1795,1437
161.04,246.82,180.67,-0.47,1.57,0.38,978,1794,1437
162.52,239.46,164.63,-0.46,1.54,0.41,1007,1792,1439
163.24,230.49,149.09,-0.39,1.58,0.49,1007,1795,1443
162.90,222.21,137.70,-0.38,1.57,0.52,1006,1795,1446
160.92,216.32,81.27,-0.30,1.54,0.30,1005,1792,1472
169.08,217.71,61.16,-0.28,1.55,0.10,1007,1795,1484
180.76,219.85,35.39,-0.31,1.58,-0.08,1006,1794,1490
186.66,222.24,14.06,-0.29,1.57,-0.06,1008,1795,1503
199.19,218.79,-2.39,0.06,1.55,-0.14,1008,1793,1520
255.83,162.27,-73.30,0.35,1.66,-0.03,1008,1793,1584
262.58,146.84,-95.19,0.40,1.51,0.25,1008,1793,1594
254.26,137.40,-124.50,-0.04,1.14,0.41,1008,1794,1610
266.00,129.92,-140.15,0.67,1.67,-0.44,1007,1794,1627
262.00,123.37,-175.72,-0.08,0.90,-0.05,1008,1797,1648
290.58,118.47,-174.18,0.57,1.33,-0.25,1007,1795,1663
328.67,59.43,-259.51,0.83,1.07,0.21,1007,1795,1701
323.60,49.04,-256.65,1.25,0.97,0.47,1008,1794,1709
316.46,33.82,-250.10,1.11,0.81,0.58,1008,1797,1712
306.17,17.59,-263.07,0.99,0.77,0.63,1008,1795,1718
298.40,4.09,-265.92,1.18,0.81,0.65,1008,1794,1726
264.32,-60.38,-234.41,1.64,0.66,0.60,1007,1797,1744
260.49,-73.96,-234.24,1.22,0.71,0.63,1006,1794,1744
248.41,-89.30,-236.82,1.24,0.51,0.83,1006,1802,1744
232.06,-107.16,-227.69,1.43,0.51,0.78,1004,1794,1747
221.63,-123.80,-219.00,1.35,0.50,0.74,1005,1795,1751
207.18,-141.42,-218.81,1.21,0.46,0.82,1005,1796,1750
140.70,-209.50,-197.20,1.12,0.33,0.68,1004,1800,1766
130.46,-217.42,-204.90,0.88,0.27,0.67,1002,1803,1770
119.99,-224.20,-205.19,0.95,0.29,0.69,1004,1803,1769
108.26,-230.73,-207.33,0.86,0.25,0.67,1006,1805,1767
98.38,-237.09,-213.83,0.67,0.24,0.64,1003,1808,1770
32.61,-264.55,-247.89,0.40,0.06,0.71,1002,1803,1769
15.66,-271.48,-258.65,0.27,0.04,0.70,1001,1804,1767
0.00,-276.26,-277.02,0.11,-0.04,0.68,1003,1804,1770
-14.03,-281.28,-309.17,-0.20,-0.07,0.68,1005,1803,1767
-30.56,-287.82,-349.49,-0.26,-0.04,0.70,1005,1803,1769
-100.75,-305.67,-348.35,0.33,-0.23,0.60,1003,1806,1771
-123.21,-304.25,-334.85,0.18,-0.32,0.63,1005,1805,1770
-139.80,-303.09,-317.95,0.31,-0.26,0.52,1003,1808,1767
-156.29,-300.08,-304.33,0.12,-0.33,0.56,1004,1803,1770
-182.81,-295.56,-311.00,-0.19,-0.52,0.83,1006,1805,1770
-253.95,-287.01,-321.14,0.24,-0.22,0.56,1004,1804,1769
-280.30,-280.95,-328.94,-0.21,-0.54,0.80,1004,1808,1802
-325.97,-282.12,-299.52,0.19,-0.27,1.19,1003,1807,1767
-340.52,-274.08,-283.48,0.16,-0.49,0.88,1004,1805,1770
-352.40,-258.57,-241.20,0.05,-0.79,0.99,1001,1806,1769
-405.66,-185.39,-313.92,0.04,-0.53,0.59,1006,1805,1763
-423.91,-167.05,-268.85,0.66,-0.42,0.50,1006,1797,1769
-439.62,-152.15,-228.47,0.41,-0.41,0.50,1004,1805,1770
-450.21,-139.76,-220.32,0.20,-0.31,0.42,1004,1803,1766
-459.97,-124.69,-202.41,0.21,-0.26,0.32,1005,1803,1766
-485.31,-66.34,-132.94,-0.12,-0.27,-0.06,1008,1803,1769
-485.77,-54.76,-116.18,-0.10,-0.22,-0.13,1004,1803,1766
-486.05,-44.20,-104.59,-0.21,-0.11,-0.22,1002,1803,1767
-484.87,-33.22,-92.82,-0.27,0.01,-0.32,999,1804,1767
-481.62,-20.60,-78.04,-0.29,0.10,-0.41,1004,1802,1769
-438.56,53.95,-29.42,-0.41,0.59,-0.85,1002,1803,1767
-427.85,66.50,-25.94,-0.57,0.50,-0.70,1002,1799,1763
-415.60,86.20,-20.52,-0.80,0.83,-0.98,1001,1804,1771
-397.76,104.52,-7.60,-0.58,0.85,-0.99,1003,1803,1766
-380.20,121.60,9.54,-0.58,0.91,-1.00,1002,1803,1772
-361.79,141.22,30.26,-0.50,0.99,-1.08,1003,1803,1770
-267.88,227.63,66.48,-0.45,1.37,-1.18,1006,1805,1766
-245.94,247.59,80.87,-0.41,1.36,-1.21,1008,1803,1767
-222.06,271.88,98.66,-0.35,1.40,-1.26,1008,1803,1770
-194.24,295.82,115.68,-0.27,1.43,-1.37,1008,1803,1767
-172.64,319.31,125.99,-0.42,1.44,-1.29,1008,1804,1767
-57.88,404.91,213.96,0.21,1.70,-1.09,1015,1803,1767
-73.50,394.24,194.60,-1.10,1.98,-0.78,1015,1803,1766
-39.37,392.49,166.54,-0.69,1.95,-1.17,1014,1805,1765
-15.43,400.12,159.71,-0.27,1.98,-0.99,1013,1802,1769
-83.25,361.88,208.92,0.79,1.86,1.22,1015,1802,1770
-41.56,352.47,174.46,-0.63,1.55,-0.93,1018,1802,1766
7.19,233.11,137.30,-0.80,1.95,-0.55,1015,1807,1767
23.62,209.75,105.79,-0.45,1.98,-1.12,1015,1805,1770
50.73,186.70,101.22,-0.34,1.98,-1.01,1010,1805,1771
78.69,163.75,84.26,-0.56,1.98,-0.80,1017,1805,1771
98.96,141.13,77.12,-0.36,1.98,-0.71,1013,1789,1772
159.13,25.24,-40.61,-0.16,1.85,-0.29,1008,1803,1770
173.07,7.62,-34.55,0.43,1.92,-0.32,1008,1802,1770
-96.38,-6.40,-115.75,-0.11,0.58,1.13,1004,1787,1299
-112.72,-6.06,-119.62,-0.22,0.51,1.11,1006,1789,1297
-129.51,-12.03,-128.90,-0.33,0.35,1.29,1005,1790,1297
-145.02,-17.51,-131.86,-0.16,0.48,1.20,1007,1785,1297
-162.67,-25.67,-137.43,-0.12,0.52,1.22,1006,1787,1296
-179.13,-38.00,-125.20,0.19,0.42,0.48,1004,1787,1298
-168.81,-34.52,-123.40,0.07,0.69,0.08,1006,1789,1298
-165.18,-34.80,-149.34,-0.40,0.30,0.33,1005,1789,1297
-168.73,-40.34,-188.81,-0.64,0.35,0.41,1006,1787,1299
-174.27,-46.17,-240.68,-0.75,0.24,0.53,1006,1791,1297
-200.76,-40.02,-293.84,0.46,0.94,-0.14,1007,1792,1296
-190.20,-40.44,-261.26,0.41,0.87,0.27,1006,1792,1298
-205.57,-43.70,-228.55,0.72,0.70,1.19,1004,1793,1298
-193.57,-35.01,-182.07,1.11,1.07,-0.05,1005,1791,1296
-179.80,-35.73,-113.16,0.86,1.05,1.03,1005,1788,1297
-264.38,-14.26,-132.00,-0.45,0.15,0.95,1004,1789,1311
-280.64,-5.79,-159.19,-0.33,0.47,0.60,1005,1791,1323
-275.62,-3.59,-168.93,0.12,0.73,0.32,994,1789,1333
-268.53,-5.48,-146.73,0.50,0.88,0.45,1001,1789,1346
-274.14,-10.49,-124.53,0.45,0.64,0.51,1003,1787,1359
-266.98,0.50,-97.78,0.37,0.90,0.01,1004,1787,1374
-278.78,42.93,-125.52,-0.22,0.67,0.04,1002,1786,1437
-275.39,52.59,-106.04,0.03,0.90,-0.03,999,1787,1451
-275.86,54.90,-95.69,-0.23,0.64,0.03,1001,1787,1456
-260.32,59.27,-84.99,-0.04,1.01,-0.16,1005,1787,1462
-252.79,66.76,-78.62,-0.22,0.90,-0.13,1002,1789,1476
-193.43,104.70,5.21,0.01,1.30,-0.36,1003,1787,1488
-178.82,117.37,10.60,-0.27,1.22,-0.45,1002,1787,1485
-164.96,130.43,9.06,-0.32,1.21,-0.40,1004,1787,1487
-154.47,143.77,9.15,-0.32,1.21,-0.33,1003,1787,1487
-143.60,161.45,12.14,-0.36,1.34,-0.34,1001,1786,1487
-131.40,177.10,19.25,-0.24,1.40,-0.39,1003,1786,1487
-71.10,259.45,63.82,-0.23,1.49,-0.36,1003,1782,1487
-59.34,273.45,73.67,-0.19,1.47,-0.42,1005,1787,1487
-41.74,289.42,90.38,-0.01,1.41,-0.49,1007,1789,1488
-25.92,304.64,106.60,0.00,1.40,-0.50,1006,1787,1488
-23.33,311.54,120.25,-0.24,1.56,-0.18,1005,1787,1488
-17.83,320.30,132.37,-0.64,1.69,-0.34,1007,1786,1525
-10.99,316.12,136.12,-0.43,1.66,-0.19,1005,1787,1535
-4.59,314.06,145.32,-0.18,1.70,-0.27,1005,1790,1553
4.43,309.40,150.43,-0.16,1.64,-0.16,1007,1786,1564
10.38,298.24,146.67,-0.42,1.57,-0.12,1006,1783,1569
20.99,289.68,147.21,-0.22,1.78,-0.27,1006,1788,1575
84.76,246.06,170.52,-0.32,1.66,-0.33,1007,1785,1584
97.86,241.14,168.57,-0.31,1.69,-0.39,1007,1787,1583
107.11,236.61,164.35,-0.29,1.63,-0.31,1007,1786,1583
117.85,233.63,159.53,-0.25,1.62,-0.36,1008,1786,1583
129.86,233.57,156.35,-0.19,1.64,-0.37,1005,1799,1583
188.08,250.08,121.13,-0.15,1.66,-0.29,1008,1787,1583
197.65,255.63,109.29,-0.15,1.66,-0.31,1008,1783,1584
207.91,260.84,98.55,-0.08,1.71,-0.28,1007,1789,1585
211.95,264.76,91.83,0.12,1.68,-0.06,1008,1791,1587
213.18,267.72,81.29,0.09,1.62,-0.09,1009,1787,1587
221.08,269.53,76.29,0.11,1.67,-0.16,1008,1787,1589
230.73,259.54,21.00,0.47,1.58,0.08,1006,1786,1611
237.41,245.72,21.53,0.54,1.61,0.05,1008,1788,1621
246.53,231.72,5.36,0.36,1.63,-0.18,1008,1787,1622
248.90,215.97,-18.61,0.18,1.48,0.09,1008,1787,1632
250.63,201.72,-39.28,0.55,1.51,0.12,1008,1786,1638
253.15,184.87,-39.14,0.69,1.50,0.11,1008,1780,1648
245.86,128.35,-147.02,0.64,1.47,-0.26,1009,1790,1700
267.48,104.29,-127.10,1.52,1.39,-0.02,1008,1790,1712
265.41,84.56,-135.52,0.60,1.20,0.34,1008,1789,1725
282.72,74.01,-155.16,0.80,1.50,-0.34,1008,1787,1731
291.30,57.89,-169.65,0.67,1.16,0.31,1009,1786,1737
301.99,13.63,-174.41,1.22,0.99,0.12,1008,1787,1749
303.59,2.56,-176.68,1.06,0.89,0.24,1008,1783,1749
298.34,-11.67,-178.75,1.34,0.96,0.39,1008,1786,1750
290.18,-24.03,-169.11,1.43,0.82,0.46,1008,1786,1750
289.31,-36.17,-168.17,1.38,0.83,0.31,1008,1789,1753
287.36,-47.63,-159.86,1.46,0.84,0.39,1007,1783,1751
