gX,gZ,gY,aX,aZ,aY,p1,p2,p3
181.89,-180.83,-117.14,0.40,1.63,-0.77,494,1754,1770
224.02,-172.92,-116.41,0.38,1.49,-0.41,496,1786,1770
228.40,-174.55,-103.34,0.52,1.50,-0.28,496,1786,1767
234.06,-174.84,-90.99,0.33,1.46,-0.33,495,1792,1770
240.55,-173.99,-90.24,0.29,1.58,-0.34,496,1803,1771
243.99,-176.58,-106.26,0.20,1.53,-0.16,496,1808,1769
250.90,-145.59,-9.34,1.17,1.32,-0.60,498,1843,1771
258.66,-137.21,18.89,0.45,1.37,-0.32,495,1853,1771
259.36,-132.61,11.39,0.29,1.33,-0.25,491,1852,1769
258.89,-125.01,19.45,0.49,1.33,-0.20,494,1854,1767
249.73,-124.34,24.45,0.58,1.20,-0.04,495,1843,1745
247.39,-118.18,37.99,0.62,1.17,-0.10,494,1869,1770
232.73,-86.40,48.17,0.18,1.19,-0.23,496,1910,1787
236.40,-74.96,55.00,0.14,1.27,-0.37,496,1916,1787
250.43,-64.84,47.87,-0.09,1.23,-0.46,495,1925,1787
258.05,-52.34,37.47,-0.15,1.19,-0.47,496,1936,1787
237.71,-40.09,71.15,1.10,0.90,0.53,495,1941,1791
243.36,-27.59,128.49,0.92,1.27,-0.32,495,1950,1793
222.03,17.66,203.21,-0.27,1.02,0.04,496,1981,1822
217.05,31.28,201.96,-0.29,0.97,-0.01,494,1982,1825
219.11,46.52,203.54,-0.13,1.13,-0.11,495,1987,1833
215.85,59.88,194.54,-0.39,0.93,-0.24,492,1991,1836
227.94,58.52,200.00,-0.24,0.80,-0.02,522,1995,1837
226.03,67.80,206.17,-0.29,0.95,-0.01,494,2000,1840
317.15,152.20,318.12,1.85,-0.88,-1.87,493,2001,1859
192.60,144.99,218.45,-1.89,1.98,2.00,498,2000,1868
211.68,166.44,220.05,-0.88,0.14,0.77,496,2002,1872
199.27,181.57,235.94,0.49,0.84,-0.02,495,2013,1878
201.83,200.24,258.23,0.07,0.64,0.09,494,2013,1884
197.30,217.36,266.95,-0.41,0.50,0.37,496,2013,1893
177.54,282.40,287.12,-0.36,0.37,0.51,496,2017,1923
169.36,291.48,297.68,-0.20,0.36,0.49,496,2013,1927
159.31,300.29,306.35,-0.36,0.23,0.54,496,2013,1933
148.28,307.14,322.22,-0.46,0.20,0.75,495,2015,1936
133.22,312.85,334.34,-0.31,0.18,0.62,495,2015,1938
114.44,314.73,345.38,-0.30,0.17,0.99,495,2013,1941
38.41,314.52,433.97,-0.20,0.06,0.65,496,2016,1973
18.73,315.04,424.22,-0.56,-0.02,0.85,495,2015,2023
-1.80,318.17,408.75,-0.54,-0.02,0.85,496,2015,1982
-19.92,321.91,402.28,-0.54,-0.07,0.84,496,2023,1983
-33.04,322.47,403.09,-0.38,0.01,0.72,496,2017,1985
-47.16,320.27,409.67,-0.36,0.02,0.85,494,2017,1985
-141.18,294.64,404.64,-0.86,-0.07,0.85,495,2017,1983
-163.02,286.98,387.04,-0.87,-0.08,0.90,493,2017,1985
-181.57,277.62,374.67,-0.81,-0.02,0.80,495,2017,1985
-196.61,267.95,360.98,-0.77,-0.01,0.67,496,2013,1986
-210.49,256.09,353.18,-0.70,0.04,0.68,494,2016,1985
-269.08,191.04,232.61,-0.80,0.12,0.57,496,2016,1985
-284.06,180.20,208.28,-0.90,0.11,0.60,493,2018,1987
-296.73,171.33,180.78,-0.88,0.13,0.55,495,2019,1985
-308.12,162.84,165.07,-0.58,0.25,0.58,496,2018,1984
-324.01,154.14,154.55,-0.54,0.16,0.67,496,2016,1987
-334.67,147.22,136.48,-0.57,0.24,0.54,495,2018,1982
-356.56,122.82,54.45,-0.27,0.53,0.09,493,2015,1987
-355.36,113.11,31.25,-0.63,0.31,0.01,486,2018,1986
-353.34,100.88,13.42,-0.28,0.52,0.03,482,2015,1986
-349.27,88.61,1.16,-0.23,0.51,-0.06,475,2017,1986
-345.77,75.79,-9.34,-0.17,0.44,-0.08,475,2019,1984
-340.78,62.49,-23.89,-0.21,0.51,-0.16,467,2019,1988
-313.31,-5.15,-99.83,0.42,0.71,-0.19,452,2016,1987
-308.40,-20.90,-115.19,0.22,0.71,-0.17,448,2017,1986
-304.59,-39.04,-146.65,0.16,0.63,-0.07,449,2015,1984
-300.95,-57.48,-172.68,0.23,0.69,-0.00,443,2018,1984
-294.27,-67.48,-191.55,0.37,0.73,-0.17,438,2017,1987
-269.30,-125.67,-227.25,0.53,0.89,0.05,432,2016,1984
-266.81,-142.43,-241.11,0.54,0.81,0.10,432,2015,1988
-262.41,-157.31,-246.85,0.67,0.82,-0.00,431,2017,1987
-257.51,-170.89,-256.61,0.67,0.85,-0.02,429,2018,1987
-249.54,-181.48,-255.02,0.86,0.95,-0.12,427,2016,1987
-205.39,-226.12,-239.04,0.83,1.04,-0.05,425,2013,1985
-199.60,-228.28,-242.38,0.79,1.02,-0.10,425,2017,1985
-198.09,-226.43,-250.97,0.75,0.95,-0.14,421,2016,1985
-191.37,-223.65,-250.04,0.85,1.04,-0.23,416,2016,1984
-180.14,-222.47,-245.52,0.96,1.17,-0.25,411,2018,1985
-127.02,-204.84,-217.95,0.90,1.30,-0.36,400,2016,1986
-116.27,-201.70,-211.16,0.80,1.30,-0.39,400,2014,1986
-104.72,-197.86,-207.88,0.77,1.34,-0.45,401,2015,1987
-94.61,-192.49,-202.65,0.76,1.36,-0.50,400,2016,1987
-82.08,-185.67,-198.96,0.55,1.44,-0.49,400,2015,1987
-37.34,-174.32,-163.59,0.52,1.54,-0.68,400,2015,1986
-31.59,-169.22,-153.11,0.49,1.57,-0.61,400,2015,1988
-27.94,-164.55,-144.55,0.50,1.59,-0.56,400,2015,1984
-26.20,-159.89,-134.46,0.49,1.61,-0.46,400,2016,1985
-127.43,-48.69,-99.83,-0.28,0.47,1.09,613,1764,1323
-135.43,-55.33,-93.04,-0.26,0.59,1.01,619,1765,1319
-147.65,-59.71,-82.61,-0.19,0.61,1.13,621,1763,1317
-158.05,-63.25,-97.40,-0.56,0.60,1.04,619,1763,1313
-176.27,-68.41,-119.48,-0.61,0.53,1.20,617,1763,1308
-198.12,-75.51,-124.84,-0.25,0.52,1.33,615,1763,1303
-239.31,-81.41,-103.68,-0.01,0.65,0.75,618,1766,1296
-256.78,-87.28,-100.46,0.01,0.41,0.93,619,1767,1289
-262.40,-95.48,-110.18,-0.25,0.44,0.70,619,1765,1290
-284.81,-108.92,-130.52,-0.07,0.41,1.09,611,1771,1286
-307.34,-119.56,-160.58,-0.51,0.28,0.90,618,1770,1289
-370.34,-113.25,-268.07,0.34,0.37,0.65,612,1806,1289
-379.10,-121.91,-226.03,0.92,0.58,0.79,612,1805,1290
-376.70,-129.45,-204.90,0.64,0.53,0.27,610,1808,1291
-344.44,-132.64,-174.88,0.30,0.90,-0.57,608,1811,1294
-298.79,-140.34,-132.44,1.03,0.88,0.04,609,1813,1294
-449.56,-139.34,-228.84,0.75,0.55,0.93,598,1821,1370
-442.15,-151.85,-199.68,1.02,0.81,-0.09,598,1823,1393
-436.14,-154.84,-168.30,0.80,0.55,-0.06,594,1823,1418
-440.49,-153.36,-139.74,0.91,0.59,0.04,593,1824,1449
-444.66,-154.03,-112.81,0.63,0.54,-0.02,591,1824,1475
-420.55,-202.52,-135.49,0.34,0.69,-0.38,570,1823,1612
-414.95,-212.92,-138.62,0.38,0.72,-0.44,562,1821,1642
-404.81,-219.83,-132.26,0.55,0.89,-0.67,557,1823,1671
-392.64,-226.15,-127.84,0.40,0.87,-0.65,545,1824,1697
-377.02,-226.83,-126.84,0.33,0.98,-0.86,542,1825,1727
-261.14,-209.96,-182.71,-0.42,1.20,-1.33,500,1824,1808
-217.16,-210.21,-204.56,-0.43,1.36,-1.54,496,1826,1822
-174.55,-212.09,-197.40,0.08,1.74,-1.59,494,1823,1826
-128.89,-208.63,-187.88,-0.09,1.49,-1.84,490,1826,1829
-99.01,-213.01,-177.52,0.08,1.57,-1.61,481,1824,1839
39.53,-235.67,-229.78,0.86,1.60,-1.38,464,1821,1843
61.34,-236.02,-180.23,0.52,1.87,-1.39,463,1823,1844
85.44,-238.80,-178.32,0.11,1.73,-0.92,455,1823,1847
112.24,-236.61,-174.62,0.22,1.81,-1.10,450,1822,1851
133.31,-232.20,-182.15,-0.00,1.75,-0.88,441,1825,1852
155.51,-230.61,-198.20,-0.07,1.68,-0.85,432,1825,1853
223.28,-231.44,-163.97,0.69,1.66,-0.66,402,1853,1853
235.02,-231.27,-147.07,0.53,1.58,-0.58,400,1854,1854
243.05,-231.27,-131.40,0.61,1.61,-0.48,398,1851,1854
247.28,-233.42,-120.38,0.56,1.50,-0.36,400,1865,1856
254.53,-232.02,-103.40,0.81,1.54,-0.45,399,1872,1854
262.92,-210.32,-46.20,0.77,1.51,-0.26,399,1915,1853
260.05,-204.84,-35.02,0.58,1.37,-0.13,398,1925,1855
255.63,-200.11,-36.27,0.51,1.31,-0.12,395,1936,1856
251.70,-194.63,-19.42,0.71,1.40,-0.11,397,1946,1855
247.99,-188.63,-8.61,0.57,1.31,-0.11,397,1959,1855
247.37,-180.81,9.99,0.72,1.38,-0.21,398,1965,1856
237.31,-145.22,66.08,0.18,1.21,-0.21,398,2000,1856
237.39,-138.69,75.45,0.28,1.31,-0.25,397,2011,1854
238.50,-131.85,81.70,0.19,1.27,-0.29,399,2017,1854
242.24,-124.05,91.13,0.32,1.32,-0.39,400,2021,1856
243.83,-115.82,107.04,0.20,1.27,-0.40,399,2027,1855
246.37,-110.06,110.29,-0.04,1.18,-0.33,400,2027,1855
286.41,-83.86,133.22,-0.15,1.26,-0.56,398,2037,1854
294.14,-76.32,133.50,-0.35,1.10,-0.55,399,2038,1853
306.40,-67.12,143.90,-0.23,1.14,-0.60,396,2037,1856
315.18,-58.09,153.61,-0.30,1.09,-0.54,399,2037,1857
322.50,-47.94,158.58,-0.37,1.05,-0.49,400,2035,1854
332.26,-35.79,157.35,-0.51,1.06,-0.50,398,2035,1856
327.28,32.14,191.10,-0.52,0.84,-0.19,397,2039,1872
333.60,54.14,192.25,-0.45,0.88,-0.07,399,2045,1874
341.82,74.64,192.74,-0.42,0.67,-0.19,400,2046,1879
374.44,98.84,233.59,1.00,-0.36,-1.17,399,2045,1882
311.70,119.24,201.10,-1.89,1.98,2.00,399,2047,1885
280.15,186.11,183.47,-0.99,0.30,0.44,400,2064,1909
278.84,196.75,176.06,-0.68,0.49,0.45,400,2075,1921
270.29,210.37,188.17,-0.32,0.63,0.54,398,2078,1909
258.21,223.49,184.41,-0.56,0.34,0.65,400,2079,1923
251.33,235.16,195.01,-0.27,0.51,0.54,397,2077,1924
241.66,249.83,223.07,0.03,0.55,0.69,398,2077,1925
152.14,290.75,298.38,-0.30,0.11,1.01,398,2079,1936
131.74,299.01,306.38,-0.27,0.17,0.98,399,2082,1936
112.63,305.56,321.44,-0.12,0.11,1.01,399,2079,1936
96.78,310.82,352.87,0.11,0.20,0.98,398,2075,1940
77.57,313.57,374.70,-0.03,0.05,0.95,400,2071,1943
55.39,314.72,388.29,0.03,0.01,0.97,398,2078,1946
-33.85,305.91,439.38,-0.27,-0.19,0.86,398,2079,1963
-51.22,302.79,437.25,-0.33,-0.17,0.88,398,2080,1962
-70.32,302.09,430.40,-0.45,-0.23,1.01,396,2079,1964
-95.54,305.30,429.83,-0.27,-0.24,1.08,383,2079,1963
-124.23,307.63,447.64,0.03,-0.16,1.22,399,2079,1964
-148.63,308.37,473.07,0.06,-0.17,1.15,399,2075,1963
-253.24,295.54,424.84,-0.74,-0.33,0.93,397,2077,1965
-273.65,285.30,396.90,-0.79,-0.30,0.89,399,2078,1965
-295.39,273.22,379.09,-0.58,-0.20,0.84,397,2078,1966
-319.40,260.84,367.96,-0.54,-0.19,0.84,398,2075,1966
-342.66,249.40,344.06,-0.81,-0.27,0.79,398,2079,1963
-402.30,154.12,246.45,-1.03,-0.34,0.77,398,2077,1963
-428.00,141.98,209.38,-0.77,-0.14,0.62,402,2078,1963
-436.52,134.38,210.86,0.03,0.13,0.03,399,2086,1965
-447.24,119.43,201.51,-0.40,0.04,0.69,399,2077,1963
-450.26,107.82,158.63,-0.65,0.08,0.22,395,2078,1965
-468.43,99.66,131.56,-0.79,-0.06,0.53,397,2078,1963
-491.50,42.76,11.10,-0.21,0.21,-0.12,397,2081,1965
-480.89,23.62,3.82,0.00,0.20,-0.28,397,2081,1963
-465.18,-0.28,-0.65,0.02,0.28,-0.43,402,2080,1961
-450.35,-28.15,-26.82,-0.09,0.25,-0.44,393,2079,1963
-435.42,-52.20,-52.58,0.03,0.31,-0.59,393,2079,1965
-417.45,-61.18,-96.46,-0.18,0.26,-1.27,385,2078,1962
-312.46,-119.15,-160.41,0.53,0.62,-0.61,385,2077,1959
-300.55,-131.25,-183.26,0.48,0.69,-0.44,385,2079,1963
-289.14,-144.78,-196.52,0.74,0.79,-0.32,383,2071,1963
-276.70,-157.41,-196.10,0.99,0.89,-0.22,383,2080,1964
-266.72,-169.38,-194.90,0.93,0.90,-0.15,373,2081,1963
-241.18,-206.49,-253.13,0.70,1.04,0.01,383,2077,1964
-235.45,-212.89,-269.55,0.78,1.02,0.02,381,2078,1961
-230.73,-221.09,-279.14,0.87,1.04,0.03,384,2079,1965
-222.73,-229.13,-284.53,0.92,1.13,-0.09,383,2077,1962
-212.87,-234.86,-282.82,1.03,1.12,-0.18,383,2079,1963
-145.11,-261.92,-223.55,0.92,1.19,-0.37,383,2080,1965
-132.14,-267.02,-234.84,0.82,1.18,-0.35,382,2080,1962
-120.82,-270.92,-244.07,0.88,1.22,-0.36,383,2080,1965
-110.40,-273.68,-244.49,0.94,1.29,-0.41,382,2080,1963
-100.72,-275.22,-240.90,0.94,1.28,-0.50,382,2078,1964
-51.77,-304.05,-214.99,0.71,1.45,-0.55,381,2078,1964
-48.61,-304.63,-206.76,0.79,1.43,-0.69,382,2079,1963
-38.26,-305.88,-193.10,0.74,1.42,-0.63,382,2079,1959
-28.82,-310.96,-178.75,0.69,1.58,-0.55,380,2081,1983
-293.37,-73.68,-82.32,-0.44,0.38,0.39,645,1885,1277
-294.70,-80.51,-93.68,-0.14,0.50,0.45,647,1887,1293
-298.26,-88.49,-97.48,-0.00,0.56,0.33,647,1887,1294
-297.18,-98.28,-111.00,-0.10,0.46,0.19,648,1885,1293
-296.52,-105.99,-136.18,-0.39,0.44,0.14,646,1885,1296
-293.34,-106.72,-190.20,-0.94,0.29,0.06,646,1886,1294
-302.49,-116.72,-256.79,0.43,0.55,0.14,643,1889,1294
-292.64,-121.91,-219.28,0.78,0.93,0.15,642,1893,1296
-313.54,-128.35,-225.13,-0.05,0.21,0.14,641,1891,1296
-293.30,-117.63,-224.82,-0.26,1.15,-0.76,589,1894,1305
-352.67,-114.28,-220.04,0.02,0.56,0.45,638,1903,1328
-396.84,-153.47,-215.84,1.25,1.10,0.14,630,1920,1449
-400.09,-154.03,-183.11,0.95,0.98,0.22,629,1929,1479
-397.54,-161.39,-165.17,0.68,0.66,0.00,624,1936,1510
-388.37,-168.05,-159.63,0.58,0.87,-0.25,623,1936,1550
-383.01,-171.44,-167.14,0.29,0.81,-0.36,614,1937,1581
-319.77,-205.27,-194.53,0.43,1.05,-0.81,560,1951,1703
-301.40,-208.05,-183.34,0.85,1.16,-0.90,545,1955,1734
-282.55,-219.39,-166.71,0.80,1.32,-0.79,529,1957,1750
-260.76,-223.30,-166.42,0.49,1.35,-1.05,523,1959,1772
-245.18,-215.99,-173.75,0.11,1.25,-0.98,503,1961,1787
-90.78,-206.95,-189.80,0.08,1.53,-1.42,469,1962,1833
-54.56,-217.56,-186.07,0.32,1.65,-1.37,464,1962,1835
-10.70,-223.63,-146.62,1.04,1.40,-1.46,464,1965,1838
21.10,-224.12,-165.84,-1.89,1.98,-1.03,459,1963,1838
22.08,-238.25,-246.33,-0.34,1.61,-0.86,459,1964,1839
53.65,-242.12,-239.14,0.26,1.78,-1.01,459,1962,1838
141.33,-232.73,-131.97,0.11,1.54,-0.50,451,1962,1839
156.55,-228.78,-134.38,0.33,1.57,-0.59,448,1962,1838
169.97,-222.25,-148.88,0.15,1.56,-0.55,448,1961,1840
181.30,-214.98,-146.70,0.56,1.67,-0.55,450,1965,1840
194.92,-210.00,-140.38,0.55,1.61,-0.55,448,1962,1839
242.57,-188.72,-76.88,0.81,1.54,-0.38,449,1968,1840
235.56,-193.56,-63.34,0.65,1.42,-0.27,448,1983,1840
236.70,-191.51,-47.48,0.73,1.46,-0.29,448,1989,1840
242.87,-191.67,-34.27,0.69,1.55,-0.41,448,1994,1840
241.22,-185.42,-11.40,0.87,1.50,-0.30,447,2001,1841
245.08,-181.76,6.23,0.64,1.49,-0.39,447,2011,1840
269.15,-154.60,56.74,0.31,1.47,-0.55,448,2032,1842
276.09,-147.70,60.49,0.17,1.39,-0.48,448,2032,1846
278.26,-140.99,64.78,0.24,1.37,-0.45,448,2039,1849
285.91,-131.19,85.71,0.56,1.61,-0.52,448,2046,1846
279.92,-124.11,100.28,0.25,1.27,-0.49,449,2053,1847
283.54,-118.51,105.62,-0.03,1.14,-0.31,448,2058,1850
303.91,-84.83,171.07,0.27,1.29,-0.58,447,2071,1852
308.66,-76.95,181.21,-0.10,1.10,-0.49,451,2075,1854
316.37,-67.16,181.77,-0.23,1.18,-0.58,448,2080,1858
323.88,-55.83,183.04,-0.17,1.15,-0.60,447,2080,1859
335.10,-47.77,192.28,-0.14,1.08,-0.56,447,2082,1862
350.21,12.08,205.32,-0.65,0.89,-0.23,449,2079,1863
347.77,28.46,216.45,-0.46,1.00,-0.07,449,2077,1869
348.15,43.97,221.41,-0.43,0.89,-0.21,448,2079,1870
349.89,58.91,226.69,-0.46,0.77,-0.11,449,2078,1871
344.95,73.98,230.08,-0.51,0.81,-0.17,448,2080,1872
349.57,91.83,236.00,-0.29,0.77,-0.08,448,2078,1872
305.28,159.68,199.41,-0.56,0.57,0.05,449,2078,1874
300.02,173.92,227.32,-0.03,0.48,0.34,451,2080,1874
291.86,189.22,234.74,-0.88,0.46,0.31,447,2079,1879
277.48,203.40,240.40,-0.45,0.44,0.61,448,2082,1883
264.03,217.22,258.86,-0.30,0.31,0.65,448,2079,1885
250.75,228.09,276.16,-0.24,0.32,0.77,448,2077,1891
170.18,273.66,314.48,-0.08,0.22,0.73,449,2077,1905
154.08,281.46,334.48,-0.19,0.14,0.75,449,2080,1908
138.67,284.53,349.07,-0.16,0.05,0.83,449,2079,1908
120.84,287.56,361.99,-0.20,0.05,0.92,449,2078,1909
100.18,290.53,372.57,-0.22,0.12,0.92,450,2077,1909
83.42,294.11,378.51,-0.31,-0.04,0.83,448,2077,1911
-17.19,291.48,443.39,-0.41,-0.29,1.01,450,2078,1910
-40.41,296.37,447.90,-0.29,-0.28,0.99,460,2076,1910
-61.08,299.04,456.90,-0.31,-0.35,0.95,448,2078,1910
-80.18,301.49,458.43,-0.33,-0.33,0.94,449,2079,1911
-102.15,303.40,469.99,-0.08,-0.26,0.94,449,2077,1910
-121.37,301.88,478.61,-0.13,-0.35,0.93,448,2081,1909
-200.44,274.14,409.79,-0.60,-0.41,0.89,448,2080,1911
-221.88,260.00,390.74,-0.67,-0.40,1.07,449,2081,1910
-246.53,242.26,352.61,-0.92,-0.35,1.04,448,2078,1913
-268.67,228.03,321.36,-0.75,-0.45,1.07,455,2079,1911
-280.14,210.52,323.03,-0.47,-0.12,0.72,449,2074,1910
-390.89,135.36,181.24,-1.78,0.32,0.04,451,2077,1911
-409.33,126.62,153.90,-0.57,-0.17,0.44,450,2081,1911
-404.32,115.33,131.87,-0.51,-0.12,0.36,448,2079,1911
-411.24,105.20,117.61,-0.21,-0.24,0.15,449,2080,1911
-416.59,98.99,108.06,-0.39,0.10,0.48,448,2078,1911
-429.01,91.02,83.25,-0.52,-0.21,0.30,448,2077,1909
-445.51,29.57,-52.88,-0.12,0.15,0.19,448,2080,1909
-446.29,9.27,-72.23,0.02,0.08,0.13,449,2079,1914
-446.76,-9.45,-77.89,0.28,0.23,-0.03,449,2078,1913
-443.69,-25.83,-85.10,0.35,0.24,-0.08,448,2079,1911
-429.10,-44.87,-81.86,0.95,0.48,-0.38,506,2079,1911
-426.90,-67.85,-80.94,0.64,0.31,0.01,450,2078,1913
-432.30,-155.53,-159.45,0.61,0.24,0.09,447,2080,1913
-430.72,-169.39,-180.75,0.89,0.38,0.11,448,2075,1913
-416.76,-169.48,-193.74,0.99,0.45,-0.49,448,2079,1914
-402.76,-176.14,-188.13,1.12,0.49,-0.41,448,2082,1911
-389.30,-182.55,-185.46,1.23,0.53,-0.32,451,2075,1909
-331.08,-222.44,-217.86,1.10,0.71,-0.26,448,2079,1911
-312.52,-233.24,-224.04,1.19,1.03,-0.44,448,2080,1910
-262.27,-247.33,-235.81,0.91,1.39,-1.15,446,2078,1910
-217.89,-249.91,-227.75,1.40,1.32,-0.56,461,2079,1913
-264.27,-249.67,-163.86,1.49,1.43,-0.29,449,2078,1914
-207.37,-259.59,-193.30,0.66,1.22,-0.55,448,2079,1911
-197.79,-263.97,-198.42,0.73,1.43,-0.45,464,2080,1911
-185.56,-260.83,-183.08,0.81,1.46,-0.68,449,2080,1912
-178.44,-264.15,-181.02,0.56,1.44,-0.56,448,2079,1911
-167.47,-266.95,-185.92,0.49,1.50,-0.74,448,2078,1914
-105.11,-299.51,-236.21,0.29,1.53,-0.93,450,2078,1929
-86.23,-305.05,-239.75,0.48,1.69,-1.15,449,2078,1926
-68.12,-301.91,-229.33,0.57,1.66,-1.15,448,2078,1925
-49.02,-300.83,-227.55,0.40,1.61,-1.13,448,2078,1926
-29.80,-301.73,-226.23,0.40,1.64,-1.00,449,2080,1927
37.65,-286.23,-189.31,0.48,1.67,-0.69,449,2079,1927
40.52,-276.02,-178.65,0.57,1.79,-0.43,449,2073,1924
43.85,-264.95,-167.14,0.52,1.70,-0.59,449,2077,1930
50.81,-254.08,-148.78,0.74,1.69,-0.63,448,2080,1926
55.34,-243.79,-122.73,0.84,1.65,-0.59,450,2077,1929
55.59,-233.09,-96.29,0.89,1.65,-0.57,450,2103,1929
101.13,-171.62,-24.70,0.79,1.76,-0.61,450,2074,1931
101.30,-154.58,-5.31,0.58,1.51,-0.49,449,2076,1927
105.51,-136.02,24.08,0.80,1.69,-0.51,450,2074,1930
-215.22,-50.64,-38.24,0.28,0.37,0.44,646,1865,1303
-234.99,-52.49,-22.99,-0.05,0.43,1.02,645,1862,1304
-243.94,-54.14,-24.49,-0.26,0.56,0.80,647,1867,1299
-257.36,-58.73,-25.60,0.06,0.51,0.99,647,1866,1300
-263.02,-58.61,-37.80,-0.23,0.52,0.72,645,1867,1299
-265.86,-60.34,-58.00,-0.17,0.40,0.70,650,1867,1296
-302.32,-52.67,-91.52,-0.07,0.45,0.34,641,1867,1300
-315.51,-60.06,-123.07,-0.60,0.35,0.67,639,1867,1298
-322.67,-61.10,-145.16,-0.33,0.58,0.28,645,1866,1298
-332.96,-67.79,-166.50,-0.28,0.58,0.50,642,1866,1300
-338.90,-79.05,-160.15,0.25,0.71,0.72,641,1867,1299
-371.43,-64.05,-105.72,-0.48,0.44,-0.36,635,1867,1306
-409.71,-79.51,-100.17,0.38,0.07,0.73,637,1866,1319
-425.31,-83.25,-85.51,0.27,0.51,0.40,635,1868,1342
-431.77,-86.66,-111.34,-0.34,0.80,0.30,630,1866,1360
-440.32,-94.37,-150.88,-0.43,0.50,0.31,627,1867,1386
-440.64,-99.63,-163.48,0.05,0.68,0.08,623,1867,1406
-410.34,-137.34,-78.07,0.60,0.94,-0.50,569,1872,1520
-394.15,-160.06,-83.42,0.37,0.87,-0.57,557,1873,1557
-392.85,-160.64,-76.04,0.32,0.79,-0.33,535,1872,1584
-384.78,-172.25,-83.39,0.31,0.98,-0.41,522,1872,1605
-380.44,-175.15,-90.50,0.25,0.81,-0.47,522,1870,1634
-347.28,-174.80,-85.97,0.45,0.97,-0.53,464,1872,1754
-331.72,-181.91,-92.26,0.36,1.16,-0.59,464,1873,1776
-323.08,-185.48,-104.65,-0.04,1.09,-0.89,458,1872,1795
-298.29,-182.66,-136.41,-0.35,1.18,-1.11,457,1873,1820
-266.50,-177.99,-147.23,0.21,1.21,-0.86,448,1872,1831
-121.57,-195.05,-126.24,0.37,1.97,-1.50,437,1877,1872
-103.71,-208.66,-188.64,-1.29,0.82,-1.16,433,1872,1879
-59.10,-208.78,-190.15,0.42,1.82,-1.97,432,1871,1885
-48.61,-209.41,-150.78,0.60,1.98,-1.19,430,1872,1889
-3.18,-212.86,-125.10,0.36,1.98,-1.56,426,1872,1894
123.07,-264.21,-124.59,-0.48,1.51,-1.17,389,1873,1902
149.19,-272.98,-148.67,-0.42,1.32,-1.47,382,1869,1904
190.79,-273.04,-162.62,-0.35,1.22,-1.41,381,1871,1905
194.23,-266.12,-193.83,-0.69,1.47,-0.99,370,1872,1906
206.21,-262.32,-211.48,-0.35,1.51,-1.16,368,1872,1909
270.18,-253.94,-240.42,-0.09,1.34,-0.37,365,1897,1910
278.93,-259.42,-219.81,0.53,1.41,-0.30,365,1904,1910
291.89,-261.82,-197.80,0.51,1.51,-0.33,365,1906,1914
291.37,-258.84,-178.78,0.52,1.52,-0.10,361,1908,1914
285.88,-256.67,-169.81,0.44,1.31,0.07,362,1918,1914
268.23,-235.05,-118.97,0.62,1.42,0.08,359,1927,1915
264.41,-227.86,-111.46,0.68,1.43,0.00,363,1966,1915
262.50,-217.51,-98.35,0.78,1.22,-0.21,359,1970,1917
253.74,-208.46,-65.43,1.04,1.33,-0.13,355,1985,1915
249.15,-201.25,-53.20,0.69,1.28,-0.07,359,1994,1914
247.16,-194.08,-37.71,0.80,1.41,-0.09,362,2005,1915
237.94,-150.83,81.48,0.57,1.35,-0.34,360,2032,1915
237.02,-140.92,106.43,0.63,1.36,-0.36,359,2032,1915
236.96,-131.33,131.13,0.54,1.30,-0.40,361,2035,1915
239.50,-121.25,161.35,0.53,1.35,-0.50,359,2039,1915
242.87,-111.96,187.97,0.50,1.40,-0.53,358,2041,1914
278.67,-70.09,209.82,-0.28,1.10,-0.79,363,2043,1915
286.86,-58.98,214.17,-0.34,1.07,-0.71,362,2042,1915
294.75,-47.83,219.45,-0.40,1.06,-0.69,361,2043,1916
302.50,-35.76,218.19,-0.55,1.03,-0.66,359,2039,1915
312.40,-24.18,216.48,-0.57,1.01,-0.70,359,2044,1915
321.66,-12.23,215.71,-0.60,1.01,-0.65,362,2042,1916
336.57,52.12,192.81,-0.83,0.88,-0.31,362,2045,1915
340.06,66.23,186.45,-0.92,0.84,-0.31,362,2045,1915
361.86,73.69,163.32,-1.42,0.89,-0.42,362,2043,1915
373.25,89.86,153.16,-1.23,0.89,0.02,359,2042,1915
363.71,100.73,143.99,-0.51,0.24,0.47,356,2037,1919
347.28,111.42,172.57,-0.47,0.30,0.08,362,2045,1917
292.11,166.59,131.27,-0.47,0.69,0.16,362,2044,1924
287.37,179.39,150.40,-0.15,0.68,0.50,361,2043,1921
271.24,186.59,151.70,-0.66,0.53,0.85,361,2043,1923
251.04,191.42,146.72,-0.48,0.48,0.89,362,2044,1925
232.14,199.51,162.11,-0.25,0.42,0.86,362,2044,1959
216.81,207.28,178.83,-0.20,0.38,0.82,363,2045,1926
139.70,236.44,231.71,-0.21,0.24,0.72,358,2044,1934
123.53,241.25,244.95,-0.10,0.24,0.77,364,2039,1932
105.92,244.81,268.64,0.05,0.20,0.73,364,2043,1936
89.13,245.48,295.12,0.11,0.22,0.86,362,2043,1935
74.02,245.65,328.51,0.03,0.13,0.70,362,2032,1935
60.89,242.32,336.81,-0.24,0.04,0.66,362,2043,1936
-26.00,246.11,358.00,-0.37,-0.06,0.83,363,2042,1934
-47.82,247.45,355.54,-0.46,-0.09,0.90,365,2045,1936
