gX,gZ,gY,aX,aZ,aY,p1,p2,p3
102.29,36.27,-36.35,0.03,1.22,-0.34,987,1475,414
78.67,36.01,-71.32,-0.07,1.29,-0.20,984,1473,416
13.13,16.18,-68.73,0.29,1.34,-1.02,983,1473,417
7.72,2.07,-11.55,1.32,1.83,-0.83,987,1472,416
18.33,-13.81,2.35,1.09,1.52,-1.14,989,1475,413
30.06,-19.35,4.35,0.54,1.37,-1.11,991,1472,417
38.52,-17.26,25.19,0.91,1.35,-1.08,990,1476,418
41.49,-17.95,8.87,0.24,1.12,-0.75,989,1475,416
46.90,-15.01,-10.73,0.41,1.20,-0.96,990,1474,415
77.14,-12.40,5.61,0.98,1.32,-0.87,991,1475,415
82.49,-14.98,22.28,1.09,1.33,-0.83,989,1473,415
86.20,-15.26,41.33,0.90,1.28,-0.79,990,1474,415
89.55,-14.63,45.96,0.72,1.28,-0.78,983,1473,418
92.88,-13.79,43.97,0.53,1.16,-0.74,987,1475,413
94.82,-12.47,42.43,0.49,1.15,-0.71,986,1473,416
96.85,-10.66,42.83,0.41,1.10,-0.67,989,1475,416
107.62,-13.34,43.94,-0.01,0.77,-0.46,987,1475,415
118.24,-9.64,39.12,0.35,0.91,-0.77,990,1473,414
110.17,-12.08,38.43,0.28,0.86,-0.72,988,1473,414
125.88,-6.42,39.07,0.32,0.75,-0.88,987,1477,417
112.09,-9.92,48.68,0.24,1.04,-0.26,987,1476,416
109.49,-12.59,28.90,0.06,0.90,-0.37,987,1477,415
104.12,-12.25,16.00,0.15,0.81,-0.39,987,1478,414
99.11,-5.85,23.00,0.21,0.85,-0.37,976,1491,416
40.55,7.35,39.44,0.04,0.94,0.23,1184,1953,1023
44.82,6.65,44.55,0.17,1.05,0.16,1184,1951,1019
47.07,7.12,49.96,0.15,1.00,0.16,1186,1952,1029
51.46,6.74,53.74,0.13,0.98,0.14,1184,1950,1030
54.39,5.78,58.77,0.19,0.98,0.14,1184,1951,1022
56.12,4.27,57.41,0.05,0.93,0.15,1185,1959,1028
58.70,3.38,56.77,0.12,0.94,0.12,1184,1950,1022
73.88,-2.37,52.81,-0.01,0.93,0.15,1182,1952,1023
76.43,-2.82,58.16,0.10,0.99,0.06,1182,1943,1028
80.01,-6.56,57.76,-0.04,0.92,0.14,1182,1952,1031
82.21,-12.04,54.49,0.03,0.93,0.24,1182,1943,1021
81.97,-14.54,56.74,0.04,0.93,0.25,1179,1959,1023
80.76,-16.42,50.03,-0.17,0.88,0.24,1178,1952,1030
82.20,-10.28,55.90,-0.11,1.01,0.37,1175,1952,1021
80.17,-7.63,53.16,-0.25,0.93,0.41,1179,1951,1029
79.48,-6.45,50.17,-0.13,0.99,0.41,1177,1950,1023
78.55,-7.81,36.94,-0.43,0.83,0.45,1175,1953,1029
74.47,-12.85,41.53,-0.02,1.03,0.56,1198,1949,1027
68.90,-17.52,61.23,0.13,1.04,0.55,1173,1951,1047
62.67,-24.57,56.90,-0.22,0.85,0.35,1167,1951,1040
59.54,-21.85,65.48,0.19,1.26,0.52,1173,1950,1040
37.28,-29.00,70.57,-0.04,0.59,0.90,1171,1952,1045
48.61,-25.64,51.94,-0.53,0.93,0.14,1170,1951,1046
57.42,-27.35,54.46,0.03,1.02,0.35,1168,1952,1053
55.16,-28.19,59.99,-0.14,0.86,0.32,1163,1949,1057
63.72,-22.14,57.84,-0.08,0.89,0.24,1140,1966,1063
62.10,-21.52,58.80,-0.24,0.93,0.33,1131,1950,1066
61.69,-23.38,52.65,-0.23,0.86,0.31,1105,1952,1066
60.09,-21.60,54.97,-0.10,0.84,0.30,1093,1950,1070
56.79,-19.11,59.87,-0.12,0.85,0.34,1085,1950,1070
56.18,-22.21,53.24,-0.34,0.91,0.40,1074,1959,1071
44.21,-19.69,25.07,-0.33,0.78,0.39,1003,1962,1072
40.78,-17.93,25.70,-0.02,1.01,0.37,986,1963,1072
37.17,-16.28,15.59,-0.43,0.80,0.47,973,1963,1072
32.87,-10.79,10.45,-0.37,0.79,0.41,955,1962,1078
28.64,-7.00,7.68,-0.36,0.82,0.45,953,1962,1072
27.63,-7.46,-2.09,-0.50,0.82,0.52,945,1963,1072
21.07,-5.26,-7.55,-0.32,0.81,0.52,943,1966,1072
5.77,-1.58,-49.06,-0.43,0.71,0.46,928,1978,1072
6.12,-2.33,-56.62,-0.31,0.78,0.42,924,1982,1072
5.69,-1.49,-50.45,-0.14,0.84,0.42,923,1983,1072
-0.22,0.62,-50.90,-0.27,0.71,0.51,925,1995,1072
-3.61,0.80,-44.67,-0.07,0.79,0.49,927,1997,1071
-4.43,1.60,-23.87,0.12,0.91,0.40,926,2000,1072
-11.09,2.40,-13.74,-0.06,0.87,0.55,925,2014,1073
-21.25,5.47,-3.42,-0.11,0.78,0.54,920,2032,1070
-24.98,7.50,-13.66,-0.48,0.57,0.55,923,2036,1072
-21.04,10.59,-32.23,-0.37,0.88,0.21,921,2043,1072
-23.07,10.73,-30.96,-0.14,0.85,0.43,925,2061,1072
-30.16,11.61,-25.80,-0.05,0.78,0.52,923,2063,1065
-36.96,13.11,-33.54,-0.38,0.67,0.46,924,2079,1054
-21.87,4.42,-69.25,-0.30,0.80,0.26,929,2101,978
-20.75,3.43,-74.10,-0.24,0.88,0.30,921,2095,966
-22.08,2.07,-71.43,-0.15,0.84,0.34,929,2098,946
-28.60,1.02,-64.27,-0.11,0.81,0.42,923,2101,933
-34.80,-0.13,-62.93,-0.26,0.73,0.56,925,2098,913
-39.64,-0.98,-70.35,-0.33,0.75,0.51,927,2099,894
-45.33,-2.02,-80.88,-0.35,0.81,0.57,928,2099,870
-78.11,6.47,-135.75,-0.49,0.57,0.66,924,2094,785
-88.49,8.24,-150.53,-0.30,0.59,0.64,925,2097,770
-98.08,8.73,-145.45,-0.05,0.74,0.74,925,2095,742
-104.09,8.50,-137.86,0.13,0.92,0.65,926,2096,722
-107.94,5.32,-114.09,0.22,1.08,0.62,925,2096,703
-119.25,6.97,-136.35,-0.82,0.63,0.84,926,2096,689
-139.85,8.86,-167.74,-0.61,0.63,0.87,928,2096,658
-187.76,4.71,-156.96,1.60,1.13,0.46,933,2087,565
-186.99,1.37,-145.68,-0.68,1.18,-0.54,934,2086,545
-202.92,6.44,-115.71,-0.27,0.75,0.53,935,2079,528
-197.41,-2.31,-111.60,0.19,1.73,0.71,930,2077,499
-225.35,1.20,-210.04,-1.34,0.56,0.48,939,2078,465
-276.93,-9.18,-222.77,-0.44,1.01,1.96,933,2067,442
-410.95,-28.92,-120.97,0.13,0.03,0.82,938,1968,423
-434.45,-26.68,-119.35,-0.09,0.05,0.90,935,1941,416
-465.36,-32.66,-138.52,-0.49,-0.12,1.14,938,1920,411
-496.11,-45.46,-189.03,-0.72,-0.33,1.03,943,1903,407
-503.12,-42.91,-223.35,-0.46,-0.40,0.81,943,1886,401
-503.12,-35.46,-241.72,-0.12,-0.57,0.72,944,1870,399
-503.12,-39.96,-201.51,0.06,-0.62,0.51,944,1856,399
-503.12,-37.70,-222.87,-0.38,-0.86,0.57,945,1856,400
-503.12,-36.54,-264.73,-0.28,-0.85,0.04,947,1855,400
-503.12,-36.19,-272.16,0.15,-0.76,-0.14,951,1856,397
-503.12,-37.34,-262.09,0.45,-0.80,-0.48,950,1854,399
-503.12,-33.17,-278.41,0.02,-0.33,-1.49,956,1858,400
-503.12,-29.47,-289.08,0.09,-0.08,-1.64,957,1856,399
-503.12,-31.53,-297.03,0.09,0.22,-1.59,959,1856,397
-503.12,-17.55,-260.50,1.13,1.13,-1.69,957,1856,390
-462.58,-12.95,-236.18,0.49,1.09,-2.01,954,1856,400
-400.80,-15.40,-221.97,0.43,1.23,-2.01,953,1857,400
-89.54,18.05,24.00,1.46,1.65,-2.01,957,1858,381
-29.03,24.86,37.97,0.85,1.34,-2.01,960,1856,400
24.43,30.28,46.19,1.10,1.38,-2.01,959,1857,400
68.68,32.70,72.55,1.53,1.36,-2.01,959,1858,398
100.73,28.66,51.59,0.89,0.91,-1.90,957,1857,400
118.62,22.71,15.71,0.82,1.06,-1.37,957,1855,400
124.97,14.34,-15.69,1.20,1.22,-1.03,959,1856,400
69.11,4.13,23.73,1.21,1.77,-0.28,959,1857,395
52.67,-2.43,31.61,0.83,1.70,-0.24,955,1856,400
20.49,-9.20,2.66,0.01,1.03,0.05,951,1854,399
-8.75,-14.65,-26.36,-0.17,1.12,0.20,950,1855,400
-28.03,-14.42,-34.09,-0.06,1.21,-0.13,955,1854,400
-51.83,-11.89,-64.97,-0.48,0.77,-0.28,951,1856,400
-70.78,-9.87,-87.77,-0.14,0.65,-0.32,976,1856,398
-50.03,-5.61,-4.35,0.33,1.01,-1.22,950,1854,400
-37.04,-3.29,-7.65,0.40,1.08,-1.26,949,1856,398
-22.96,2.22,-12.76,0.46,1.17,-1.30,953,1853,400
-6.89,7.78,-14.10,0.62,1.32,-1.30,952,1856,400
9.23,12.28,-17.39,0.75,1.49,-1.34,955,1854,399
24.18,14.83,-16.26,0.86,1.50,-1.27,951,1855,400
37.81,16.83,-9.48,1.02,1.51,-1.23,950,1853,400
70.59,17.66,56.40,0.55,1.18,-0.75,951,1856,386
69.31,14.31,53.44,0.41,1.10,-0.67,950,1855,399
67.16,10.63,54.17,0.42,1.05,-0.57,954,1855,398
64.46,6.95,55.18,0.38,1.00,-0.57,957,1853,400
62.94,4.86,56.16,0.28,0.96,-0.58,950,1856,398
61.77,4.18,52.95,0.18,0.90,-0.62,954,1856,400
60.09,3.92,44.86,0.11,0.88,-0.62,951,1855,399
58.00,1.14,36.13,0.20,0.83,-0.61,953,1856,400
57.77,1.31,31.06,0.18,0.82,-0.59,953,1855,400
57.19,1.09,27.41,0.19,0.81,-0.56,954,1855,400
5.49,8.39,5.76,0.01,0.99,0.12,1104,1859,962
5.39,9.49,1.71,0.03,1.00,0.11,1104,1865,964
4.85,10.33,2.06,0.10,0.99,0.16,1104,1870,961
4.44,11.31,4.75,0.15,1.02,0.13,1104,1873,965
4.27,12.74,7.07,0.11,1.03,0.14,1104,1879,961
5.19,14.21,8.25,0.14,1.02,0.10,1098,1893,961
5.84,14.99,14.83,0.27,1.10,0.19,1104,1902,962
5.57,15.18,13.96,0.05,0.99,0.07,1105,1905,962
13.04,15.60,32.97,0.15,0.93,0.05,1104,1934,961
17.97,14.25,38.84,0.29,1.09,0.02,1104,1940,963
15.80,10.85,38.57,0.12,0.97,0.14,1104,1947,964
18.88,8.45,41.47,0.27,1.04,0.05,1104,1963,963
21.30,4.08,45.48,0.26,1.04,0.09,1102,1968,962
21.16,0.88,49.71,0.31,1.07,0.07,1101,1971,964
19.25,0.57,51.29,0.28,0.96,0.04,1104,1984,962
25.78,-10.28,50.20,0.12,0.98,0.11,1101,2026,963
25.31,-12.13,50.90,0.12,0.97,0.21,1100,2032,961
29.28,-12.30,56.40,0.05,1.02,0.08,1100,2034,962
35.19,-10.37,55.12,0.07,1.10,0.04,1102,2045,961
40.18,-8.94,60.58,0.11,1.19,0.05,1101,2064,963
38.70,-10.22,55.96,-0.01,1.11,0.19,1099,2068,961
36.10,-15.18,42.61,-0.12,0.98,0.23,1099,2077,965
34.91,-31.50,50.84,-0.06,1.03,0.24,1099,2111,960
29.17,-32.28,42.46,-0.25,0.97,0.31,1101,2117,963
26.97,-33.37,31.90,-0.19,0.95,0.24,1100,2125,963
26.99,-32.66,30.66,-0.10,1.00,0.18,1101,2129,965
27.39,-31.99,33.00,-0.08,1.04,0.20,1099,2139,962
28.78,-34.16,31.52,-0.08,1.05,0.18,1099,2157,961
21.01,-40.19,26.11,-0.10,0.92,0.24,1087,2176,963
19.23,-40.65,36.31,0.08,1.03,0.19,1082,2177,961
17.57,-40.85,46.43,0.12,1.07,0.23,1054,2181,964
16.38,-42.07,49.68,-0.03,1.05,0.20,1077,2183,961
14.50,-42.21,44.92,-0.12,1.02,0.20,1058,2181,963
12.97,-40.63,43.19,-0.07,1.04,0.19,1043,2192,961
12.41,-38.97,51.87,0.10,1.13,0.25,1047,2192,960
13.54,-29.98,66.55,-0.13,0.99,0.17,963,2192,964
10.87,-26.94,64.06,-0.09,0.96,0.22,951,2192,961
12.09,-22.71,62.29,-0.18,0.98,0.08,944,2192,962
9.57,-19.30,64.13,-0.12,0.96,0.27,934,2193,962
4.03,-17.29,75.42,0.06,0.92,0.36,927,2192,962
-2.03,-13.81,80.95,0.06,0.90,0.36,927,2194,958
4.79,-6.24,39.27,-0.75,0.86,0.04,915,2192,961
1.48,6.19,54.31,-0.26,0.73,0.20,918,2192,943
9.71,5.61,23.35,-0.54,1.04,0.02,919,2193,935
16.29,3.09,9.01,-0.30,1.20,0.08,919,2192,924
11.94,0.08,22.40,0.09,1.08,0.20,913,2192,912
13.46,0.02,32.10,-0.00,0.95,0.07,915,2192,903
17.40,1.37,27.84,-0.13,0.96,0.05,921,2192,894
18.15,1.23,23.04,-0.19,0.91,0.13,920,2192,889
16.84,1.21,18.69,-0.12,0.91,0.15,921,2192,878
34.18,10.07,12.31,-0.16,0.91,0.05,922,2192,849
38.13,11.93,6.87,-0.21,0.91,0.01,919,2193,845
41.69,11.72,0.52,-0.20,0.91,0.05,919,2192,833
42.96,12.66,-7.68,-0.27,0.87,0.11,920,2192,829
44.62,14.25,-18.30,-0.32,0.90,0.08,918,2192,821
46.00,15.82,-26.16,-0.27,0.93,0.13,919,2192,814
46.81,16.16,-31.60,-0.32,0.94,0.16,918,2192,797
34.21,9.09,-42.19,-0.13,1.04,0.33,923,2198,781
27.84,8.62,-43.71,-0.26,0.99,0.49,919,2192,768
25.84,7.81,-50.52,-0.25,1.04,0.44,918,2192,752
18.52,7.09,-58.00,-0.17,1.08,0.51,919,2192,742
7.60,6.86,-59.83,-0.21,1.00,0.60,921,2192,734
1.28,8.85,-63.54,-0.25,1.01,0.50,921,2192,713
-6.81,11.63,-59.34,-0.08,0.95,0.61,923,2192,707
-49.59,7.58,-76.21,-1.26,0.60,0.60,926,2193,645
-52.49,9.53,-82.64,-0.40,1.01,0.31,922,2192,636
-63.91,12.44,-93.06,-0.18,0.99,0.44,923,2192,621
-81.45,11.93,-86.56,-0.11,0.76,0.64,925,2190,606
-101.03,7.14,-80.90,-0.03,0.66,0.77,925,2177,592
-114.25,2.91,-83.69,-0.28,0.85,0.60,923,2161,576
-128.57,0.21,-96.81,-0.24,0.87,0.64,923,2143,561
-193.01,-3.06,-92.53,0.31,0.84,0.56,929,2017,523
-211.19,-1.46,-91.72,0.00,0.66,0.64,930,1987,509
-232.17,-0.11,-108.97,-0.28,0.38,0.66,929,1961,501
-244.96,0.97,-140.13,-0.60,0.33,0.53,931,1932,497
-264.49,-2.89,-165.25,-0.29,0.43,0.71,934,1903,496
-278.78,1.35,-149.57,0.60,0.72,-0.17,934,1898,489
-434.12,-5.17,-242.47,-0.44,-0.47,0.85,946,1858,444
-455.33,-11.30,-220.65,0.53,-0.03,1.18,944,1856,435
-495.38,-24.25,-221.25,0.14,0.11,1.35,948,1856,432
-503.12,-26.25,-193.40,0.42,0.20,1.15,946,1851,423
-503.12,-36.10,-170.16,0.15,-0.05,1.07,954,1855,432
-503.12,-38.76,-164.64,0.00,-0.31,0.46,958,1855,432
-503.12,-20.53,-203.14,-0.25,-0.28,-0.43,964,1851,432
-503.12,-19.37,-219.65,-0.35,-0.56,-0.38,971,1856,432
-503.12,-20.40,-235.52,-0.14,-0.63,-0.89,975,1854,432
-503.12,-17.23,-238.71,-0.15,-0.44,-0.48,999,1853,432
-503.12,-7.41,-224.12,0.59,-0.01,-1.10,978,1856,432
-411.99,-6.77,-189.39,-0.18,0.55,-0.89,990,1854,432
-359.50,11.05,-152.64,0.57,0.98,-2.01,974,1853,434
-315.54,16.59,-135.26,0.55,1.02,-1.72,991,1854,432
-270.31,13.79,-130.59,0.52,1.37,-1.71,990,1855,432
-224.54,21.37,-98.12,1.05,1.72,-1.89,992,1855,432
-185.39,30.51,-53.90,1.06,1.67,-1.95,990,1854,432
-26.00,33.52,-22.59,0.40,1.01,-1.21,990,1856,432
-14.06,32.86,-18.47,0.55,1.00,-1.03,991,1856,432
-7.41,29.06,-22.42,0.48,0.92,-0.77,990,1855,432
-4.67,24.39,-28.36,0.58,0.96,-0.67,987,1855,432
-10.34,19.81,-40.53,0.63,0.99,-0.54,991,1856,432
-18.35,15.95,-39.89,0.57,0.93,-0.37,990,1855,433
-28.90,10.31,-33.03,0.96,1.18,-0.39,987,1855,432
-77.25,6.53,-37.81,0.23,1.06,-0.41,989,1854,432
-84.32,7.76,-46.94,0.11,0.99,-0.52,989,1855,432
-87.87,9.08,-55.58,0.14,0.94,-0.64,990,1856,430
-86.20,9.86,-58.39,0.25,1.01,-0.79,993,1856,432
-82.00,10.31,-60.90,0.34,1.03,-0.90,998,1854,432
-74.54,10.56,-57.78,0.57,1.11,-1.02,987,1855,432
-63.25,11.61,-47.69,0.71,1.24,-1.11,990,1859,414
-9.64,17.37,6.74,0.84,1.36,-1.05,989,1854,432
1.74,18.31,16.37,0.92,1.46,-1.13,991,1854,432
9.97,19.35,23.45,0.76,1.40,-1.05,988,1855,432
17.95,20.45,26.20,0.68,1.32,-1.04,988,1852,432
27.20,21.46,36.52,0.73,1.33,-1.05,990,1855,432
35.62,19.37,38.86,0.58,1.24,-0.97,990,1852,432
43.62,15.58,45.16,0.60,1.23,-0.97,989,1854,432
75.51,1.31,51.10,0.40,1.13,-0.94,991,1855,432
82.07,-0.05,50.05,0.37,1.13,-0.93,989,1855,432
88.47,-1.92,50.92,0.38,1.12,-0.90,990,1856,432
95.48,-4.53,51.85,0.41,1.10,-0.89,990,1854,432
51.23,6.16,24.65,0.10,1.06,0.10,1086,1854,1023
53.46,7.66,23.32,0.07,1.04,0.12,1083,1855,1022
56.01,9.05,23.23,0.07,1.05,0.12,1081,1854,1023
57.92,10.33,22.81,0.07,1.03,0.15,1083,1854,1021
59.83,12.89,22.80,0.09,1.03,0.15,1085,1854,1020
61.63,14.62,23.00,0.08,1.02,0.17,1082,1855,1022
62.64,16.76,23.35,0.09,1.03,0.19,1083,1853,1023
67.59,27.50,34.52,0.19,1.01,0.20,1085,1856,1022
69.30,28.22,39.93,0.24,1.00,0.18,1085,1855,1021
70.26,28.18,44.97,0.24,1.02,0.19,1087,1842,1029
67.97,26.25,47.47,0.20,0.99,0.27,1083,1856,1023
66.84,25.34,47.81,0.20,0.96,0.22,1091,1858,1002
68.15,24.56,51.26,0.19,0.96,0.22,1087,1860,1022
69.36,20.92,55.16,0.21,0.99,0.28,1086,1865,1022
80.44,4.51,69.59,0.04,0.92,0.16,1085,1863,1031
82.84,1.67,75.23,0.30,0.98,0.20,1081,1869,1023
82.09,-1.78,83.87,0.25,1.01,0.23,1084,1868,1022
83.81,-5.96,74.22,0.04,0.83,0.19,1088,1875,1023
87.07,-9.00,80.42,0.30,0.91,0.18,1087,1885,1021
83.40,-12.91,89.26,0.27,0.95,0.35,1083,1895,1023
80.17,-15.73,82.25,-0.04,0.81,0.32,1085,1894,1022
87.26,-23.85,65.35,-0.06,0.91,0.33,1079,1925,1022
87.42,-24.18,59.84,-0.04,0.89,0.30,1082,1931,1023
87.52,-24.21,61.84,-0.01,0.95,0.31,1083,1936,1022
84.88,-23.73,65.55,0.03,0.96,0.35,1081,1943,1021
81.74,-21.69,69.03,0.01,0.93,0.40,1082,1950,1022
80.70,-17.66,73.38,-0.01,0.93,0.34,1079,1953,1022
77.80,-20.77,66.72,0.12,0.97,0.28,1079,1975,1023
77.57,-18.10,68.03,-0.13,0.81,0.34,1075,1984,1023
76.58,-16.02,70.35,-0.09,0.91,0.30,1072,1989,1021
78.01,-14.18,72.28,-0.06,0.90,0.26,1072,1995,1022
81.57,-13.78,73.96,-0.10,0.90,0.23,1072,1999,1022
80.41,-16.82,72.95,-0.14,0.87,0.34,1071,2000,1003
80.84,-23.01,59.21,-0.16,0.78,0.30,1072,2021,1023
80.44,-23.79,57.38,-0.13,0.76,0.32,1066,2022,1021
79.34,-24.63,54.08,-0.26,0.77,0.34,1071,2027,1019
76.64,-24.79,50.35,-0.15,0.79,0.35,1069,2030,1022
74.81,-25.82,46.83,-0.24,0.74,0.37,1070,2030,1021
73.22,-25.14,46.20,-0.16,0.78,0.36,1067,2032,1022
51.34,-16.76,28.69,-0.36,0.79,0.56,1056,2057,1022
47.01,-14.79,23.19,-0.23,0.86,0.53,1052,2063,1023
33.77,-12.30,13.29,-0.38,0.75,0.73,1042,2064,1021
27.30,-11.18,11.76,-0.13,0.83,0.62,1040,2064,1029
20.70,-8.85,22.78,-0.03,0.86,0.63,1037,2070,1021
15.92,-4.27,30.74,-0.11,0.87,0.58,1017,2073,1022
-22.81,-5.30,-18.65,-1.53,0.08,0.80,987,2102,1011
-21.35,1.49,-51.84,-0.59,0.85,0.39,975,2102,1011
-32.05,4.82,-48.21,-0.38,0.76,0.70,970,2105,1008
-41.35,9.43,-56.10,-0.29,0.66,0.65,969,2112,997
-47.33,17.49,-59.40,-0.24,0.76,0.58,962,2110,981
-53.44,22.82,-72.64,-0.47,0.69,0.58,953,2110,974
-56.98,24.59,-99.10,-0.62,0.66,0.64,962,2114,957
-99.65,17.24,-159.11,-0.20,0.75,0.75,963,2135,861
-104.34,16.39,-153.87,-0.08,0.74,0.62,962,2146,835
-111.50,15.66,-147.66,-0.09,0.81,0.67,966,2151,812
-124.66,13.08,-149.95,-0.25,0.71,0.78,966,2151,784
-137.32,10.18,-160.26,-0.29,0.58,0.74,969,2151,765
-151.35,8.13,-172.24,-0.42,0.59,0.85,969,2155,735
-226.12,9.49,-255.69,1.49,1.27,-0.13,976,2151,647
-240.89,4.71,-175.68,1.12,1.40,1.14,977,2153,634
-246.54,1.89,-115.25,1.05,1.50,0.63,979,2153,620
-264.11,8.05,-151.02,-1.72,-0.19,0.96,976,2149,606
-286.20,7.26,-269.61,-1.29,-0.09,0.52,984,2148,592
-306.09,5.03,-250.38,0.60,0.81,0.98,989,2149,575
-386.90,18.04,-101.52,-0.37,0.10,0.64,991,2150,526
-401.80,17.89,-127.71,-0.40,0.13,0.71,987,2150,511
-443.41,14.19,-134.99,-0.07,0.14,1.13,991,2145,498
-467.06,5.81,-159.60,-0.23,-0.06,0.79,989,2151,493
-500.92,-3.78,-181.49,-0.12,-0.07,0.73,988,2135,481
-480.89,-10.28,-195.52,0.02,1.02,-0.60,992,2128,476
-503.12,-7.64,-113.03,0.35,0.31,0.10,994,2073,459
-503.12,3.20,-107.54,0.24,0.08,-0.11,1006,2062,457
-503.12,0.94,-84.94,0.21,-0.12,-0.11,1008,2043,460
-503.12,-4.92,-115.25,-0.60,-0.49,-0.01,1012,2033,458
-503.12,-6.21,-152.39,-0.55,-0.46,-0.04,1015,2028,458
-503.12,-9.46,-156.97,-0.14,-0.26,0.30,1028,2020,456
-503.12,-15.89,-219.92,0.09,-0.35,-0.57,1044,1998,459
-503.12,-9.12,-215.95,0.29,-0.25,-0.79,1043,1997,458
-503.12,-3.20,-199.55,0.47,-0.02,-1.00,1046,1985,459
-503.12,-4.45,-196.91,0.29,0.10,-1.15,1047,1975,451
-503.12,-5.67,-196.99,0.30,0.19,-1.31,1043,1968,457
-445.15,-2.33,-150.03,0.74,0.90,-2.01,1046,1906,458
-397.51,-1.09,-136.38,0.24,1.09,-2.01,1047,1890,458
-347.16,-4.28,-141.31,-0.09,1.03,-2.01,1044,1872,455
-298.45,-3.21,-136.73,0.43,1.17,-2.01,1043,1854,460
-249.47,4.30,-98.79,0.76,1.33,-2.01,1046,1840,462
-199.07,12.13,-51.39,1.04,1.43,-2.01,1047,1825,459
6.07,65.61,81.45,1.23,0.92,-2.01,1039,1794,464
77.54,94.86,107.67,2.15,1.55,-2.01,1045,1797,459
109.36,90.24,49.94,0.04,0.68,-2.01,1046,1795,461
142.26,75.18,2.34,0.50,1.25,-1.81,1049,1795,455
161.45,47.24,-44.94,0.43,1.15,-1.48,1045,1805,458
173.91,34.07,-26.90,1.92,1.66,-1.57,1045,1803,461
173.52,45.93,-45.39,0.34,1.71,-0.68,1045,1754,435
158.67,32.30,-78.82,-0.08,1.41,-0.33,1043,1747,427
141.22,19.61,-91.19,0.40,1.18,-0.20,1041,1737,422
119.34,6.79,-87.05,0.68,1.25,0.03,1042,1732,418
97.66,-6.56,-62.70,0.76,1.34,0.24,1041,1726,414
75.16,-19.06,-36.59,0.83,1.27,0.18,1040,1717,410
-10.16,-13.46,-19.28,0.44,1.19,-0.41,1040,1713,411
-9.93,-10.04,-18.65,0.68,1.21,-0.67,1041,1714,411
-3.62,-7.24,-9.75,0.90,1.26,-0.88,1041,1714,410
6.97,-5.60,-3.75,0.86,1.20,-1.03,1043,1713,410
23.95,-2.68,7.79,0.97,1.18,-1.24,1042,1715,410
40.91,0.97,18.51,0.93,1.18,-1.20,1044,1717,410
58.50,4.04,22.77,0.80,1.15,-1.24,1040,1727,412
106.68,15.69,64.08,0.36,1.04,-0.78,1040,1715,413
108.82,16.86,61.41,0.25,0.99,-0.65,1043,1716,412
110.33,16.63,58.32,0.23,0.97,-0.57,1040,1716,410
109.60,13.15,55.94,0.18,0.92,-0.49,1040,1717,413
105.05,7.44,52.05,0.18,0.89,-0.39,1040,1714,413
105.65,3.20,54.35,0.25,0.86,-0.52,1042,1715,411
103.40,-0.66,54.69,0.20,0.86,-0.45,1039,1714,409
110.03,-11.43,52.08,0.19,0.86,-0.60,1040,1717,410
114.72,-11.09,49.94,0.25,0.86,-0.64,1040,1713,410
116.53,-10.95,45.38,0.19,0.86,-0.55,1041,1727,413
118.94,-10.80,38.74,0.17,0.82,-0.56,1040,1718,413
118.65,-10.71,32.26,0.13,0.82,-0.50,1042,1712,413
118.61,-10.97,26.29,0.15,0.79,-0.49,1040,1714,411
