gX,gZ,gY,aX,aZ,aY,p1,p2,p3
-2.16,-6.30,-4.70,0.08,0.96,0.23,943,2014,1301
-0.86,-6.13,-5.48,0.01,1.01,0.27,931,2020,1305
-5.44,-7.06,-2.55,0.05,0.91,0.46,925,2027,1303
3.81,-5.85,16.02,0.09,1.08,0.22,895,2062,1307
1.65,-0.89,18.23,0.10,0.99,0.30,887,2064,1306
-4.16,3.86,17.19,-0.08,0.91,0.23,883,2070,1306
5.62,3.32,4.28,-0.13,1.18,0.14,880,2084,1303
7.10,4.11,2.45,-0.11,1.23,0.35,881,2099,1302
4.15,6.39,3.39,0.02,1.01,0.31,880,2097,1296
15.23,6.74,-10.27,-0.28,1.03,0.23,880,2103,1280
23.05,8.53,-21.74,-0.24,1.10,0.15,880,2101,1264
44.07,12.07,-64.65,-0.05,1.15,0.18,880,2105,1133
44.36,6.21,-45.75,0.30,1.07,0.50,880,2103,1099
38.68,3.87,-45.65,-0.15,1.05,0.51,877,2102,1059
36.62,2.30,-53.68,-0.11,0.92,0.57,877,2102,1009
33.11,2.94,-63.83,-0.29,0.85,0.61,878,2106,976
27.30,3.67,-77.31,-0.11,0.88,0.60,880,2101,939
17.97,4.63,-80.04,-0.11,0.75,0.72,879,2103,896
-41.16,8.95,-139.28,-0.01,0.68,0.93,880,2100,720
-53.03,12.04,-142.55,-0.28,0.73,1.15,879,2102,695
-73.44,12.01,-128.85,0.66,1.20,0.99,880,2103,655
-79.28,9.98,-128.44,-0.11,0.95,0.73,880,2100,623
-79.51,13.08,-131.35,0.10,1.50,0.84,883,2099,589
-117.67,16.42,-203.22,-1.32,-0.28,1.50,884,2098,535
-192.95,10.08,-16.87,-0.85,0.92,1.63,889,2030,463
-233.44,4.77,-60.82,-0.49,0.86,0.79,883,2002,446
-250.75,-1.99,-34.76,-0.18,1.29,1.07,883,1957,437
-270.25,-16.53,-22.29,-0.13,0.60,0.68,885,1920,432
-284.06,-11.87,14.63,0.26,0.71,0.34,893,1877,428
-303.38,-6.66,-19.84,-1.72,-1.10,0.99,894,1861,413
-462.02,-6.30,-243.57,0.24,-0.56,1.81,907,1750,390
-489.45,-3.20,-149.83,1.42,-0.10,1.44,906,1719,389
-503.12,1.76,-125.42,0.22,-0.27,1.13,912,1696,386
-503.12,1.92,-147.14,-0.36,-0.43,0.67,914,1684,387
-503.12,-4.80,-196.00,-0.23,-0.18,1.35,918,1673,391
-503.12,-17.15,-194.36,0.16,-0.05,0.96,926,1663,385
-503.12,-15.14,-163.83,-0.17,-0.77,0.00,941,1649,384
-503.12,-18.68,-188.10,-0.43,-0.96,0.35,944,1651,385
-503.12,-16.74,-170.26,0.24,-0.84,0.09,944,1652,389
-503.12,-17.12,-191.23,0.04,-0.79,-0.52,946,1650,386
-503.12,-17.01,-219.08,-0.40,-0.82,-0.62,948,1649,386
-503.12,-10.72,-241.90,-0.09,-0.84,-0.95,947,1650,387
-503.12,22.89,-223.35,0.26,0.18,-1.83,960,1651,387
-503.12,28.33,-209.92,0.99,0.72,-2.01,961,1651,385
-441.50,39.63,-161.98,0.92,1.22,-2.01,961,1650,387
-386.11,42.89,-155.94,0.57,1.16,-2.01,965,1650,386
-326.45,42.07,-118.58,1.30,1.33,-2.01,971,1651,385
-62.32,89.20,86.20,0.79,1.44,-2.01,970,1648,389
-21.42,84.73,69.07,0.49,1.37,-1.94,969,1648,385
12.73,73.05,59.41,0.72,1.41,-1.66,970,1650,386
35.89,65.17,49.81,0.60,1.22,-1.49,969,1651,388
51.92,60.16,35.76,0.58,1.04,-1.35,969,1649,386
66.23,57.35,32.19,0.74,1.06,-1.27,966,1649,385
74.53,51.24,31.94,0.71,1.10,-1.09,970,1655,387
35.62,-1.03,-30.07,-0.12,1.03,-0.38,969,1649,386
16.12,-8.37,-56.23,-0.26,1.05,-0.28,966,1648,386
-3.21,-17.05,-80.41,-0.26,1.04,-0.18,966,1648,389
-21.28,-26.24,-96.06,-0.08,1.06,-0.18,966,1657,386
-40.72,-33.08,-103.28,0.14,1.12,-0.30,971,1648,387
-54.06,-38.91,-97.32,0.30,1.14,-0.35,965,1650,387
-57.48,-45.82,-71.60,0.89,1.27,-1.01,969,1650,387
-46.32,-43.08,-59.86,0.95,1.32,-1.12,966,1648,387
-32.98,-39.90,-52.99,0.94,1.34,-1.17,971,1648,386
-18.32,-34.43,-44.52,0.97,1.35,-1.24,967,1648,387
-1.48,-24.89,-30.42,1.04,1.39,-1.33,962,1649,387
12.70,-16.21,-18.36,0.89,1.33,-1.20,972,1648,384
52.94,3.58,42.63,0.78,1.28,-0.90,966,1648,389
57.10,5.93,49.16,0.66,1.20,-0.79,972,1651,386
58.64,7.00,53.93,0.64,1.18,-0.74,974,1649,387
59.49,7.96,57.84,0.58,1.15,-0.71,971,1648,388
60.12,8.13,63.12,0.57,1.11,-0.70,969,1648,385
61.71,10.48,66.34,0.44,1.02,-0.76,967,1648,390
63.40,12.24,63.55,0.32,0.94,-0.74,970,1650,387
63.68,13.00,55.30,0.26,0.92,-0.72,973,1649,389
61.10,12.10,43.27,0.27,0.89,-0.65,972,1649,385
60.12,11.67,39.64,0.25,0.91,-0.62,970,1650,389
24.88,5.49,33.18,0.19,0.98,0.33,1183,2081,1114
24.13,4.73,37.00,0.18,1.00,0.32,1184,2084,1117
26.46,7.55,42.45,0.12,1.01,0.26,1181,2087,1111
29.59,7.44,55.53,0.41,1.04,0.22,1182,2080,1115
32.70,8.76,59.38,0.34,0.98,0.23,1182,2084,1116
34.88,6.13,57.61,0.13,0.88,0.35,1182,2084,1117
36.85,3.02,61.16,0.31,0.92,0.28,1183,2086,1114
51.19,-7.78,66.61,0.31,0.97,0.24,1200,2097,1114
49.94,-8.76,96.37,0.70,1.07,0.17,1165,2106,1114
52.30,-7.84,102.63,0.36,0.85,0.12,1168,2102,1116
54.87,-11.15,115.96,0.31,0.87,0.31,1165,2101,1115
51.71,-11.84,120.23,0.21,0.93,0.37,1161,2110,1121
47.89,-15.70,104.48,-0.22,0.91,0.47,1154,2110,1116
41.26,-33.08,57.48,-0.34,0.83,0.34,1122,2135,1115
41.63,-28.01,41.35,-0.17,0.90,0.14,1109,2150,1115
45.80,-23.90,53.45,0.18,1.11,0.22,1103,2154,1114
50.13,-23.34,47.65,-0.26,0.84,0.20,1094,2155,1089
52.72,-16.95,44.19,-0.05,0.96,0.12,1088,2155,1117
56.12,-14.28,53.09,0.14,1.02,0.22,1077,2151,1113
55.45,-22.80,21.61,-0.03,1.33,0.57,1003,2161,1110
53.30,-26.21,35.77,-0.15,1.12,0.33,976,2161,1109
45.43,-28.80,41.32,0.00,0.99,0.58,954,2162,1104
48.64,-28.34,56.77,0.05,1.14,0.37,933,2165,1097
48.43,-24.88,62.78,-0.08,1.04,0.29,912,2163,1088
49.36,-24.80,53.96,-0.27,1.02,0.36,881,2162,1073
51.84,-26.94,49.41,-0.11,1.08,0.35,875,2166,1067
41.83,-8.21,44.45,-0.03,0.89,0.22,836,2166,1038
39.26,1.20,40.74,-0.01,0.87,0.20,836,2165,1030
43.88,3.52,36.86,-0.04,0.89,0.18,838,2162,1019
48.59,0.82,31.58,-0.11,1.02,0.28,841,2163,1012
53.02,-1.72,30.37,0.02,1.08,0.34,837,2163,1008
56.70,-2.85,24.60,-0.09,1.00,0.27,841,2163,1005
60.88,1.05,24.75,-0.03,0.94,0.20,839,2164,999
68.58,4.80,54.40,-0.22,0.92,0.43,848,2160,961
66.13,3.38,46.11,-0.31,0.96,0.47,848,2154,954
62.35,4.01,36.90,-0.33,0.83,0.49,848,2165,944
56.65,6.48,18.98,-0.55,0.78,0.48,844,2165,934
50.30,10.85,22.92,-0.11,0.88,0.56,848,2165,918
49.51,13.20,20.97,-0.34,0.86,0.47,848,2166,904
52.09,15.37,25.79,-0.29,0.95,0.52,848,2154,890
41.81,21.96,-56.47,-0.43,0.86,0.48,851,2163,829
51.49,15.96,-76.16,-0.73,0.93,0.36,854,2166,815
15.42,23.20,-152.12,-1.56,-0.27,0.93,850,2166,795
32.94,24.76,-116.73,0.31,0.92,0.09,851,2163,784
26.26,21.24,-35.90,1.06,1.23,0.62,849,2165,782
17.10,22.25,-0.06,0.09,0.72,0.68,850,2165,771
7.37,17.46,-24.00,-0.95,0.58,0.77,849,2161,751
-22.49,1.84,-91.95,-0.52,0.60,0.60,853,2166,702
-26.83,-1.98,-118.21,-0.49,0.65,0.76,859,2164,699
-3.30,-6.53,-96.44,0.58,1.53,0.22,862,2163,674
-38.83,-2.14,-207.81,-1.85,-0.22,1.44,863,2163,661
-30.57,6.11,-243.06,0.33,0.83,0.31,848,2165,655
-50.64,3.44,-190.44,0.39,1.04,0.87,865,2163,644
-71.91,1.31,-153.46,0.66,0.48,0.86,861,2163,635
-144.28,-12.50,-151.10,-0.45,0.58,1.41,869,2171,582
-173.04,-16.69,-162.55,-0.43,0.52,1.38,865,2162,574
-199.73,-17.93,-163.46,-0.19,0.57,1.24,866,2165,562
-230.54,-16.59,-158.30,-0.12,0.51,1.33,868,2165,555
-261.36,-10.69,-160.06,-0.16,0.39,1.29,864,2166,545
-290.99,-7.76,-164.53,-0.21,0.34,1.26,865,2162,539
-399.30,-30.40,-157.06,-0.12,0.17,0.91,865,2133,526
-423.91,-39.63,-181.87,-0.42,-0.03,0.93,873,2127,511
-447.25,-43.69,-183.75,0.24,0.19,0.84,870,2113,499
-471.96,-50.34,-166.30,0.26,0.14,0.82,864,2106,501
-496.61,-60.40,-148.58,0.47,-0.18,0.67,869,2091,499
-503.12,-73.81,-159.48,0.07,-0.10,0.55,871,2077,496
-503.12,-61.12,-255.57,0.00,-0.48,0.44,880,1993,464
-503.12,-50.34,-250.19,0.06,-0.46,0.00,896,1968,463
-503.12,-47.72,-270.93,0.09,-0.48,0.38,890,1949,454
-503.12,-43.21,-259.58,0.47,-0.47,0.35,909,1932,451
-503.12,-39.90,-249.48,0.49,-0.56,-0.07,913,1907,450
-503.12,-53.79,-210.03,0.67,-0.40,-0.00,948,1850,448
-503.12,-49.95,-189.00,0.26,-0.66,0.27,958,1837,448
-503.12,-48.45,-216.96,0.04,-0.48,-0.49,967,1827,448
-503.12,-43.24,-218.84,0.30,-0.45,-0.56,977,1819,449
-503.12,-39.03,-211.48,0.67,-0.20,-0.50,985,1813,449
-503.12,-37.05,-195.23,0.70,-0.13,-0.59,987,1810,448
-503.12,-7.09,-158.79,0.77,0.82,-1.74,992,1801,449
-473.51,0.40,-142.38,0.79,1.04,-1.96,995,1786,449
-421.61,7.66,-129.40,0.75,1.24,-2.01,995,1801,451
-370.87,18.11,-100.70,0.90,1.33,-2.01,995,1801,448
-321.12,27.67,-71.54,0.97,1.36,-2.01,994,1803,451
-265.59,39.82,-25.14,1.11,1.50,-2.01,997,1802,449
-15.77,67.35,92.23,0.61,1.07,-2.01,994,1801,450
25.20,68.05,86.97,0.64,0.97,-2.01,994,1799,450
58.09,64.07,70.92,0.61,0.98,-2.01,997,1798,448
84.20,55.76,50.84,0.49,0.99,-2.01,997,1801,450
104.30,44.59,26.26,0.55,1.09,-1.81,997,1799,449
118.61,33.90,2.66,0.42,1.01,-1.63,995,1798,451
126.85,25.66,-6.76,0.77,1.09,-1.47,1008,1799,449
111.94,-4.50,-35.77,0.29,1.39,-0.70,995,1798,449
99.88,-7.95,-35.65,0.37,1.40,-0.61,997,1798,448
88.65,-10.57,-45.26,0.21,1.31,-0.59,995,1799,448
79.28,-13.21,-58.29,0.13,1.25,-0.61,995,1798,450
71.63,-18.33,-70.15,0.20,1.25,-0.59,995,1797,448
65.14,-23.99,-70.94,0.38,1.31,-0.66,1009,1798,452
60.70,-33.69,-59.77,0.65,1.36,-0.64,999,1798,453
79.88,-23.52,-23.10,0.88,1.48,-1.01,998,1790,451
86.35,-12.02,-11.26,0.76,1.32,-1.01,1000,1797,447
92.65,-4.28,-12.42,0.72,1.20,-0.97,997,1799,448
98.47,-0.71,-14.03,0.80,1.11,-0.89,997,1799,448
104.64,1.81,-3.75,0.92,1.16,-0.96,998,1801,448
111.91,0.74,4.65,0.84,1.16,-0.86,996,1798,447
116.91,-1.72,13.79,0.77,1.21,-0.75,997,1798,450
118.20,1.18,51.36,0.52,1.08,-0.45,998,1795,448
113.69,1.09,52.48,0.42,1.07,-0.38,999,1798,449
107.22,1.11,54.39,0.33,1.01,-0.32,1008,1797,450
100.75,0.91,50.57,0.29,0.96,-0.31,998,1802,449
94.79,1.02,48.61,0.30,0.93,-0.32,995,1799,448
87.97,0.94,44.61,0.24,0.88,-0.30,999,1798,450
81.81,0.99,40.49,0.26,0.86,-0.32,997,1798,449
57.78,3.75,43.87,0.35,0.87,-0.34,999,1803,448
54.79,5.70,37.70,0.22,0.83,-0.37,996,1798,449
52.78,6.27,39.16,0.32,0.85,-0.36,994,1799,450
50.13,7.92,36.05,0.24,0.82,-0.38,1001,1798,447
48.75,9.37,32.58,0.22,0.80,-0.40,997,1799,448
47.57,10.63,29.04,0.20,0.79,-0.40,997,1802,451
47.11,11.37,26.75,0.21,0.80,-0.40,997,1802,449
45.52,11.92,24.02,0.21,0.78,-0.38,997,1797,448
57.74,-7.75,44.46,0.13,0.98,0.03,1125,1918,1064
62.76,-8.65,50.94,0.22,0.99,0.06,1135,1922,1070
71.51,-9.37,56.02,0.19,0.99,-0.03,1131,1934,1065
82.91,-9.18,63.65,0.19,1.00,-0.06,1136,1939,1060
90.70,-11.55,60.43,0.03,0.92,0.08,1135,1945,1062
100.52,-11.79,60.89,0.16,0.99,-0.05,1134,1951,1062
142.64,-1.41,53.97,0.02,1.02,0.02,1130,1987,1062
146.13,-2.74,42.65,-0.23,0.89,0.16,1133,1994,1063
148.15,-2.71,36.28,-0.10,0.92,0.12,1130,2000,1059
149.81,-6.57,18.61,-0.34,0.78,0.28,1130,2006,1062
145.97,-9.35,1.00,-0.25,0.77,0.41,1132,2015,1063
143.28,-9.61,0.25,-0.07,0.90,0.43,1131,2022,1051
112.41,-2.47,31.73,-0.38,1.06,0.78,1127,2061,1062
106.21,-0.39,29.91,-0.22,1.07,0.72,1129,2068,1066
100.18,-1.06,29.56,-0.21,0.91,0.80,1129,2076,1039
98.64,-3.47,16.69,-0.42,0.78,0.69,1122,2086,1062
97.94,-3.55,15.93,-0.01,0.98,0.72,1121,2097,1058
88.53,-7.85,19.99,-0.11,0.87,0.83,1122,2100,1065
62.81,-22.22,29.68,0.02,0.97,0.62,1121,2110,1077
40.27,-21.81,49.82,0.20,0.61,1.40,1121,2112,1079
27.45,-26.27,56.02,0.25,0.54,1.02,1119,2112,1085
38.26,-19.95,41.47,-0.21,0.95,0.39,1118,2116,1088
35.81,-21.26,39.24,0.24,0.91,0.51,1110,2115,1088
38.73,-19.15,44.05,-0.16,0.77,0.44,1104,2118,1094
18.29,-17.75,45.96,-0.02,0.74,0.64,1079,2128,1117
15.28,-20.98,43.12,-0.05,0.79,0.57,1072,2128,1120
15.08,-22.11,41.52,-0.08,0.75,0.50,1061,2129,1126
11.77,-23.70,47.29,0.04,0.74,0.51,1049,2134,1128
8.87,-23.46,53.18,-0.02,0.81,0.52,1040,2147,1131
6.52,-23.95,44.61,-0.25,0.78,0.48,1029,2153,1135
-5.24,-25.75,34.45,-0.19,0.68,0.51,967,2160,1141
-9.45,-24.57,28.98,-0.35,0.62,0.50,960,2164,1141
-13.21,-20.66,23.55,-0.35,0.65,0.48,952,2163,1146
-15.38,-19.05,10.94,-0.45,0.57,0.50,930,2169,1142
-19.68,-17.01,0.74,-0.46,0.64,0.57,944,2171,1144
-25.03,-14.71,-9.22,-0.45,0.69,0.59,942,2175,1141
-47.39,-9.95,-55.63,-0.34,0.66,0.57,921,2186,1145
-52.22,-6.05,-61.16,-0.29,0.67,0.52,916,2186,1143
-56.03,-4.48,-73.90,-0.46,0.66,0.55,915,2186,1145
-62.61,-4.10,-85.97,-0.34,0.77,0.60,918,2185,1146
-69.65,-6.08,-95.20,-0.30,0.83,0.62,915,2187,1142
-75.96,-10.13,-110.06,-0.41,0.82,0.62,915,2187,1145
-112.61,-5.93,-146.91,-0.17,0.57,0.69,916,2187,1142
-126.06,-3.53,-137.19,0.14,0.59,0.76,915,2185,1143
-136.63,-1.49,-121.75,0.05,0.67,0.76,915,2188,1145
-150.45,1.47,-121.17,-0.19,0.66,0.87,913,2197,1146
-162.89,1.03,-114.62,0.03,0.89,0.73,915,2186,1142
-169.99,2.36,-108.58,-0.21,0.93,0.87,916,2183,1143
-230.12,-5.21,-159.11,-0.53,0.79,0.77,915,2187,1094
-222.78,-16.34,-149.75,0.18,1.28,0.78,917,2186,1065
-249.03,-17.24,-218.50,-1.45,-0.41,0.50,917,2185,1035
-251.13,-7.41,-238.82,-0.08,0.84,-0.19,918,2187,999
-267.87,-16.80,-137.86,1.61,0.72,0.81,914,2176,967
-267.03,-22.56,-104.09,0.53,0.73,0.03,915,2163,939
-217.07,-41.41,-153.05,-0.05,0.73,0.35,927,2016,735
-221.13,-48.31,-214.19,-0.30,0.22,-0.29,925,1979,698
-232.51,-38.71,-182.06,1.18,1.21,0.65,928,1933,653
-256.64,-45.66,-173.34,0.24,0.25,0.63,927,1883,606
-274.20,-44.69,-160.68,0.64,0.13,0.58,932,1837,565
-266.63,-35.69,-146.03,0.42,0.98,0.37,931,1794,530
-442.89,-43.32,-222.04,0.89,0.27,1.47,942,1647,386
-484.45,-33.20,-120.73,1.86,0.21,0.68,943,1617,386
-503.12,-14.77,-20.65,1.24,0.02,1.03,939,1597,384
-503.12,-15.18,-3.29,-0.07,-0.17,0.84,949,1567,384
-503.12,-29.38,-45.46,-0.67,-0.24,0.68,957,1535,384
-503.12,-30.95,-79.28,-0.43,0.38,-0.21,972,1515,384
-503.12,25.99,-107.14,0.28,0.43,-0.13,1052,1491,384
-503.12,9.08,-22.48,0.96,0.82,-0.00,1067,1491,386
-501.79,-3.63,-19.25,-0.34,-0.31,-1.52,1074,1490,385
-472.90,-6.43,-92.39,-1.37,-0.54,-1.65,1083,1492,383
-434.32,0.95,-141.69,-0.51,0.32,-1.92,1077,1489,385
-382.16,10.16,-132.27,0.41,0.79,-2.01,1089,1489,384
-157.44,36.80,-146.68,0.37,1.21,-2.01,1098,1490,385
-117.87,33.67,-138.90,0.52,1.26,-1.99,1100,1489,386
-71.97,31.49,-124.85,0.61,1.26,-1.79,1095,1490,384
-47.16,28.74,-107.43,0.53,1.32,-1.36,1099,1491,384
-29.64,22.86,-97.71,0.26,1.28,-0.80,1100,1489,384
-34.86,18.25,-108.62,-0.00,1.39,-0.34,1095,1491,384
-43.54,-25.66,-86.47,0.43,1.25,-0.27,1099,1493,384
-49.64,-33.93,-75.32,0.30,1.17,-0.28,1095,1493,384
-50.61,-40.57,-80.48,0.31,1.09,-0.47,1099,1489,384
-56.38,-40.69,-59.74,0.84,1.38,-0.24,1097,1490,384
-59.82,-43.26,-72.01,0.10,1.08,-0.27,1100,1489,384
-56.52,-46.74,-83.65,0.26,1.12,-0.56,1100,1489,385
-49.01,-31.05,-77.39,0.84,1.32,-0.59,1099,1489,384
-45.96,-25.55,-78.04,0.65,1.17,-0.58,1097,1489,384
-43.42,-19.06,-78.15,0.74,1.22,-0.55,1098,1490,385
-42.19,-13.92,-66.12,0.88,1.22,-0.50,1099,1489,383
-38.98,-10.22,-57.13,0.89,1.25,-0.52,1101,1488,382
-34.12,-6.39,-44.38,0.91,1.27,-0.53,1097,1490,385
-10.03,8.40,1.15,0.79,1.30,-0.49,1098,1490,390
-5.90,10.30,6.10,0.75,1.35,-0.54,1096,1490,385
-2.57,13.44,16.48,0.79,1.34,-0.53,1097,1490,384
1.42,15.72,25.44,0.77,1.30,-0.53,1099,1489,384
3.69,18.27,33.32,0.66,1.24,-0.51,1101,1488,385
5.80,19.20,36.37,0.58,1.20,-0.49,1097,1490,384
9.04,20.02,39.74,0.55,1.19,-0.52,1097,1489,384
22.99,23.57,28.42,0.10,0.79,-0.48,1097,1491,373
32.93,27.92,31.81,0.44,1.01,-0.52,1093,1489,379
26.55,25.43,24.94,0.17,0.98,-0.35,1099,1488,379
22.65,23.66,16.95,0.20,0.96,-0.38,1098,1491,378
20.13,20.92,14.22,0.33,0.97,-0.40,1098,1490,375
19.19,18.99,16.06,0.34,1.00,-0.41,1099,1489,380
21.72,19.57,18.72,0.40,0.99,-0.51,1099,1491,373
16.10,5.21,9.33,0.27,0.95,-0.43,1101,1489,371
15.43,3.28,11.68,0.38,0.95,-0.43,1098,1489,374
17.04,1.64,10.90,0.27,0.94,-0.44,1098,1489,367
18.18,-0.76,9.90,0.26,0.93,-0.43,1095,1491,371
19.40,-3.34,8.03,0.27,0.93,-0.44,1099,1491,373
20.87,-4.37,8.17,0.28,0.94,-0.44,1098,1491,373
22.59,-4.66,8.16,0.27,0.92,-0.44,1099,1491,371
30.17,-7.69,7.42,0.27,0.89,-0.43,1095,1490,372
31.52,-8.10,6.98,0.26,0.88,-0.42,1098,1488,370
33.10,-8.56,6.81,0.27,0.88,-0.41,1095,1490,371
34.01,-8.53,6.94,0.28,0.88,-0.41,1094,1489,370
35.52,-8.82,7.71,0.29,0.88,-0.39,1098,1491,370
36.09,-9.12,8.31,0.29,0.89,-0.38,1095,1493,373
36.93,-9.37,8.94,0.30,0.87,-0.38,1098,1491,406
39.78,-8.02,15.39,0.35,0.89,-0.37,1099,1488,370
21.46,-2.37,33.32,0.50,1.03,-0.04,1191,1840,1008
16.61,-6.47,33.56,0.05,0.96,0.34,1191,1855,1008
14.68,-5.46,43.24,0.23,0.93,0.15,1190,1855,1007
27.89,-1.53,63.58,0.43,1.01,0.06,1193,1861,1004
34.50,2.56,57.13,-0.07,0.85,0.15,1191,1860,1008
38.55,4.59,49.16,0.01,0.95,0.18,1195,1870,1007
37.01,2.48,54.43,0.21,0.98,0.36,1191,1888,1006
41.46,-11.69,77.79,0.25,1.06,0.16,1186,1915,1006
41.94,-13.89,83.16,0.16,0.99,0.24,1187,1922,1008
38.13,-15.56,95.36,0.27,0.95,0.27,1187,1936,1008
38.99,-14.65,95.41,0.03,0.92,0.26,1186,1945,1008
39.40,-16.47,84.78,-0.08,0.90,0.26,1187,1959,1008
42.62,-15.56,76.46,-0.06,0.93,0.12,1189,1965,1007
49.49,-15.70,23.27,-0.32,0.90,0.35,1181,2000,1007
44.52,-21.20,23.79,-0.12,0.96,0.47,1181,2011,1008
37.10,-25.05,28.94,-0.09,0.96,0.44,1173,2017,1007
33.25,-29.55,37.32,-0.10,1.08,0.46,1169,2022,1008
27.26,-33.11,33.88,-0.23,1.07,0.52,1168,2031,1005
20.10,-35.06,37.53,-0.12,1.06,0.51,1158,2029,1008
6.87,-29.84,46.75,0.04,0.90,0.44,1151,2064,1008
4.93,-30.85,48.05,-0.10,0.99,0.47,1144,2063,1007
1.26,-33.14,47.30,-0.07,0.97,0.49,1135,2065,1006
-1.62,-34.66,37.76,-0.26,0.86,0.46,1122,2074,1005
-3.36,-33.38,36.06,-0.05,0.91,0.34,1104,2079,1008
-3.97,-31.89,38.20,-0.11,0.93,0.41,1094,2096,1006
7.01,-24.88,11.19,-0.12,0.82,0.33,1042,2105,1006
13.55,-20.63,40.16,0.40,1.03,0.13,1021,2110,1005
9.34,-19.15,54.02,-0.03,0.90,0.33,1010,2110,1003
4.87,-17.53,57.94,-0.06,0.84,0.39,1001,2110,1005
5.14,-23.00,42.90,-0.47,0.81,0.35,985,2114,998
9.59,-23.06,22.40,-0.45,0.96,0.21,971,2118,988
12.15,-25.78,6.84,-0.44,0.97,0.24,958,2123,984
18.18,-20.82,9.47,-0.19,0.95,0.14,943,2133,957
20.00,-19.11,21.91,0.01,0.97,0.18,897,2145,960
14.96,-18.24,19.61,-0.32,0.79,0.39,898,2150,947
13.74,-11.43,6.32,-0.40,0.79,0.17,890,2153,944
18.06,-6.59,2.57,-0.10,0.99,0.11,880,2153,945
22.82,-5.85,6.39,-0.11,1.02,0.18,880,2156,931
22.53,-6.47,0.31,-0.35,0.89,0.32,879,2153,922
27.17,6.94,-6.50,-0.20,0.87,0.33,880,2158,894
29.28,6.25,-16.55,-0.39,0.91,0.31,880,2156,886
30.76,5.43,-20.30,-0.23,0.96,0.28,880,2160,880
30.78,6.02,-19.65,-0.19,0.94,0.32,880,2159,885
29.98,6.13,-25.42,-0.29,0.89,0.34,880,2156,864
31.55,9.15,-31.16,-0.25,0.93,0.22,880,2157,861
33.05,10.28,-36.97,-0.25,0.93,0.26,880,2159,851
25.25,19.60,-67.42,-0.40,0.83,0.43,881,2154,815
24.44,21.55,-74.82,-0.35,0.87,0.42,880,2159,800
22.24,22.59,-79.72,-0.24,0.93,0.43,881,2158,791
19.23,21.11,-84.79,-0.34,0.88,0.50,881,2159,786
13.05,18.85,-99.14,-0.34,0.83,0.53,880,2160,782
10.58,17.70,-105.26,-0.21,0.90,0.42,881,2157,784
5.19,16.15,-113.89,-0.22,0.87,0.44,881,2160,775
-3.80,15.44,-76.88,1.61,1.40,0.36,884,2159,732
-20.75,20.51,-46.71,-0.09,0.61,0.55,890,2158,724
-20.90,17.73,-76.87,-0.53,0.75,0.65,886,2155,712
-29.79,13.17,-99.72,-0.49,0.95,0.71,886,2158,706
-44.52,9.32,-111.94,-0.22,0.89,0.77,885,2155,704
-58.31,6.70,-105.72,-0.01,0.83,0.67,886,2158,700
-66.61,5.58,-87.89,0.22,0.83,0.74,887,2158,688
-121.71,19.12,-144.56,-0.11,0.86,0.88,890,2158,638
-126.57,13.73,-154.38,-0.23,0.97,0.83,881,2160,621
-145.38,1.60,-143.06,0.88,1.58,0.83,889,2159,606
-177.38,7.14,-180.97,-1.22,0.42,1.02,891,2157,594
-170.31,6.80,-240.06,-1.85,1.85,-1.52,889,2156,583
-182.80,10.42,-146.44,0.50,0.85,0.26,887,2143,573
-304.48,-8.74,-241.39,-0.54,0.52,1.32,894,2061,511
-336.55,-22.45,-273.06,-0.33,0.32,1.44,897,2034,496
-361.83,-13.55,-275.83,0.20,0.01,0.97,886,2016,479
-366.25,4.60,-234.38,0.68,0.20,1.19,897,1990,464
-379.44,-7.85,-199.22,0.15,0.29,1.22,907,1955,454
-402.02,-11.41,-193.10,0.18,0.26,0.97,909,1920,441
-503.12,-1.37,-168.12,0.15,-0.17,0.87,912,1795,417
-503.12,-3.93,-169.63,0.06,-0.14,1.19,912,1769,415
-503.12,-12.31,-184.38,-0.04,-0.49,1.04,915,1746,414
-503.12,-12.95,-178.24,0.34,-0.63,0.40,915,1725,414
-503.12,-7.95,-183.90,-0.56,-0.90,0.99,923,1705,414
-503.12,-7.52,-214.47,0.19,-0.61,0.19,925,1686,417
-503.12,-4.05,-183.46,0.14,-0.77,-0.32,959,1626,415
-503.12,-5.35,-199.68,0.12,-0.66,-0.55,963,1619,415
-503.12,-3.15,-217.49,-0.14,-0.63,-0.82,966,1618,417
-503.12,2.18,-215.45,0.39,-0.36,-0.97,965,1619,416
-503.12,11.21,-215.71,0.11,-0.16,-1.34,967,1623,415
-503.12,17.86,-219.02,-0.02,0.20,-1.51,971,1622,411
-383.54,35.63,-177.78,0.20,1.42,-2.01,974,1623,416
-310.32,52.04,-121.11,1.27,1.98,-2.01,971,1616,416
-234.74,75.89,-16.62,1.63,1.60,-2.01,971,1619,415
-169.57,74.66,-5.02,0.96,1.20,-2.01,971,1619,416
-105.42,75.14,32.89,1.31,1.44,-2.01,972,1616,415
-39.41,74.77,83.53,1.68,1.43,-2.01,973,1611,416
138.41,58.34,26.92,1.04,0.79,-1.60,976,1520,415
147.49,46.13,-14.01,0.52,0.65,-1.01,973,1508,446
147.14,42.89,-20.30,1.09,1.00,-0.94,973,1499,415
115.22,39.50,-14.73,0.82,1.31,-0.10,981,1488,416
122.85,36.94,-12.19,0.96,1.08,-0.74,985,1484,416
